ri_p_shock,ri_p_pause,ri_p_spread,real_spread,placebo_sig_share,placebo_mean_abscoef,mde_shock,mde_round,nperm,n_ind
0.084,0.158,0.097,0.01335975633101171,0.625,0.002806117343814002,0.008754639487065157,0.007330442075029584,1000,73
