date,sign,mktret,coef_imp,t_imp,N
2024-08-05,down,-0.03,0.0016096039531811102,1.9698841439126151,3920
2024-12-18,down,-0.0315,0.0022443938455924298,1.1948567878357301,3927
2024-07-24,down,-0.0238,-0.00018361856865319165,-0.125274096956063,3909
2024-09-03,down,-0.0224,-0.0026499034565124046,-2.9298541811932535,3926
2024-11-06,up,0.0293,-0.009064111354673408,-2.087682150950137,3926
2024-08-08,up,0.024,0.0024412472909030873,2.4759950603563805,3920
2025-01-15,up,0.0192999999999999,-0.0018146987910552914,-1.9197939920665394,3925
2024-08-15,up,0.0179,0.002441361489941092,3.4819707877409782,3921
