window,mean,median,t_stat,n
Shock [Apr3],-0.0023853530944652184,-0.0018943810739799,-2.585487434279503,4235
"Shock [Apr3,4]",0.013633987564600453,0.0090244203200434,7.647937597031539,4235
Shock [Apr3-8],-0.003084269706240764,-0.0093559391541129,-1.0557264620263922,4235
Pre [Mar27-Apr2],-0.01884823716365565,-0.0073588889251201,-7.556508096279836,4249
Pause [Apr9],-0.023753778948096556,-0.017815607564758,-18.312725170025665,4229
"Pause [Apr9,10]",-0.022147478699333353,-0.0178084873808657,-18.23699557214418,4229
Pause [Apr9-14],-0.0149429190976931,-0.0146523050236915,-9.126244061456092,4229
