ticker,naics4,aiie,ai_per_10k_words,ai_mentions_any,accession
AWRE,3344,0.6828295,0.0,0,0001564590-22-010383
ROKU,5152,1.098212,0.2967535165291708,1,0001428439-22-000010
AUID,5112,1.966309,8.362391328357974,1,0001213900-22-014214
IPI,2123,-1.037903,0.0,0,0001421461-22-000007
MLSS,3391,0.2301883,0.0,0,0001437749-22-007873
LGL,3344,0.6828295,0.0,0,0001564590-22-011892
OVID,6213,0.7008373,0.0,0,0000950170-22-003668
FCN,5416,1.8047,0.0,0,0000887936-22-000013
CYH,6231,-0.2430007,0.0,0,0001564590-22-005570
COO,3391,0.2301883,0.0,0,0000711404-21-000038
SITM,3344,0.6828295,0.0,0,0000950170-22-002096
ATLC,5614,1.704965,1.0907950532444337,1,0001437749-22-006296
CACI,5415,1.860226,0.9279450656521134,1,0001564590-22-029077
PESI,5622,-0.7965308,0.2575991756826378,1,0001493152-22-009260
DXCM,3391,0.2301883,0.2328342918345013,1,0001093557-22-000014
TALO,2111,0.6686154,0.0,0,0000950170-22-002013
ERNA,5417,1.635407,0.0,0,0001140361-22-014764
SWI,5112,1.966309,0.2712158607035339,1,0001739942-22-000020
NPK,3132,-1.114104,0.9036688957166096,1,0001437749-22-006042
TTOO,3391,0.2301883,0.1048833696929014,1,0001564590-22-011526
TGNA,7115,0.6088023,0.0,0,0000039899-22-000007
FCUV,3345,1.113945,0.7345244872100923,1,0001683168-22-001523
TSRI,5415,1.860226,0.0,0,0001213900-22-048182
ARNC,3313,-1.022397,0.0,0,0001790982-22-000011
ALDX,3254,0.4637086,0.0,0,0000950170-22-004111
DAIO,3344,0.6828295,0.5917334832391491,1,0001654954-22-003978
EAR,4234,1.041147,0.092223697801387,1,0001193125-22-150135
ACTG,5331,1.911472,0.0,0,0000934549-22-000006
HL,2122,-0.8924032,0.0,0,0001437749-22-004164
CAR,5321,-0.1278947,0.0,0,0000723612-22-000006
OPCH,6216,0.6927072,0.0,0,0001014739-22-000009
PAYS,5614,1.704965,0.0,0,0001683168-22-001854
CRWD,5112,1.966309,3.267929358260372,1,0001535527-22-000006
ABIO,3254,0.4637086,0.0,0,0001564590-22-010075
ENOB,5419,0.6022445,0.0,0,0001731122-21-001565
KRON,5417,1.635407,0.0,0,0001741830-22-000006
FTDR,5241,2.058794,2.053008684226734,1,0001562762-22-000056
MTH,2361,-0.7602519,0.0,0,0000833079-22-000011
BRLT,4483,0.3828857,0.1317071885783526,1,0001866757-22-000064
AYI,3351,0.5806971,0.8195377806916899,1,0001144215-22-000097
ANNX,5417,1.635407,0.0,0,0001564590-22-008044
HURN,5416,1.8047,0.0,0,0001289848-22-000008
RL,3152,-0.6520287,0.0,0,0001037038-22-000014
GBIO,3254,0.4637086,0.0,0,0001558370-22-001957
OXY,2111,0.6686154,0.0,0,0000797468-22-000008
FA,5614,1.704965,1.0833062506770663,1,0000950170-22-004413
VIRT,5416,1.8047,0.0,0,0001592386-22-000041
NMRD,3254,0.4637086,0.0,0,0001079973-22-000810
MMAT,2111,0.6686154,0.0,0,0000950170-22-002601
MCO,5614,1.704965,0.0,0,0001059556-22-000012
BHG,5242,2.120996,0.0,0,0001671284-22-000018
RSG,5622,-0.7965308,0.0,0,0001060391-22-000007
MCRB,3254,0.4637086,0.0,0,0000950170-22-002435
IMBI,4541,0.6046838,0.0,0,0001558370-22-006372
POL,5614,1.704965,0.0,0,0001213900-22-016393
TCX,5182,1.74286,0.1050508446087906,1,0001437749-22-004915
ATR,3261,-0.8657592,0.0,0,0000896622-22-000006
DLPN,4431,0.3619018,0.0,0,0001079973-22-000661
AIRI,3364,0.5189539,0.0,0,0001213900-22-015031
ABMD,3345,1.113945,0.0,0,0000950170-22-010402
HCTI,5415,1.860226,5.945404202551428,1,0001607062-22-000176
ALGT,4811,-0.4555449,0.0,0,0001362468-22-000018
CODX,3254,0.4637086,0.0,0,0001493152-22-007662
TDUP,4541,0.6046838,0.5210775884529206,1,0001484778-22-000044
APEI,6113,1.456562,0.1033997849284473,1,0001201792-22-000003
PLTR,5415,1.860226,1.3634659303950645,1,0001193125-22-050913
MCW,8111,-1.094294,0.0,0,0000950170-22-004616
CLPT,3391,0.2301883,0.0,0,0001285550-22-000003
SIF,3364,0.5189539,0.0,0,0000090168-21-000041
KTTA,6211,1.009907,0.0,0,0001213900-22-016160
ENFN,5112,1.966309,0.0,0,0001558370-22-004676
GAIA,8129,-0.7702041,0.3227993156654508,1,0001564590-22-007683
OGN,3254,0.4637086,0.0,0,0001821825-22-000002
APH,3344,0.6828295,0.0,0,0001558370-22-000961
NCR,3341,1.596084,0.0,0,0000070866-22-000008
VRAR,5415,1.860226,0.3853638798435422,1,0001493152-22-027032
INGR,3112,-0.7206286,0.0,0,0001558370-22-001549
CKPT,3254,0.4637086,0.0,0,0001410578-22-000556
BRN,2111,0.6686154,0.0,0,0000010048-21-000026
AUD,5151,1.429625,0.0,0,0001628280-22-004551
ASUR,5112,1.966309,0.0,0,0000884144-22-000004
HZN,3363,-0.5860924,0.0,0,0001637655-22-000062
HCWB,3254,0.4637086,0.0,0,0000950170-22-004847
TTMI,3344,0.6828295,0.0,0,0001564590-22-008035
TRVI,5417,1.635407,0.0,0,0001564590-22-010875
SLP,5415,1.860226,1.647291382312797,1,0001023459-22-000080
HOFV,7112,-0.2576417,0.0,0,0001213900-22-012190
BIIB,3254,0.4637086,0.1886169660961003,1,0000875045-22-000007
INTC,3344,0.6828295,7.65194578049847,1,0000050863-22-000007
RDNT,6211,1.009907,8.199935826589183,1,0000790526-22-000006
FDS,5182,1.74286,0.3333222225925802,1,0001013237-22-000159
RCKY,3162,-0.5300771,0.0,0,0001437749-22-006288
GLS,3254,0.4637086,0.0,0,0001104659-22-041326
ADI,3344,0.6828295,0.1625012187591407,1,0000006281-22-000250
OMI,4234,1.041147,0.0,0,0000075252-22-000009
KLTR,5415,1.860226,1.203738154122256,1,0001178913-22-000830
AIRT,4921,-1.150431,0.0,0,0000353184-22-000046
PNRG,2111,0.6686154,0.0,0,0001193125-22-113187
AEMD,3345,1.113945,0.0,0,0001683168-22-004641
SWKH,5112,1.966309,0.0,0,0001552781-22-000279
TRN,3365,-0.6623871,0.0,0,0000099780-22-000013
OKE,2212,0.3453538,0.0,0,0001039684-22-000015
ORGO,6216,0.6927072,0.0,0,0001193125-22-061686
ANGI,5418,1.305607,0.0,0,0001705110-22-000021
MSTR,5112,1.966309,0.1297740633556977,1,0001564590-22-005287
CHCI,2361,-0.7602519,0.0,0,0001299969-22-000013
HTZ,5321,-0.1278947,0.0,0,0001657853-22-000012
VRT,3344,0.6828295,0.0,0,0001628280-22-004533
SSBK,5511,1.69871,0.0,0,0001628280-22-006667
CASS,5191,1.749664,0.0,0,0001628280-22-004254
RHI,5613,-0.7234654,1.4816131804308532,1,0000315213-22-000018
CTHR,3399,-0.068744,0.0,0,0001140361-22-032047
QRVO,3344,0.6828295,0.3922260791120001,1,0001604778-22-000029
FICO,5614,1.704965,3.31987908650906,1,0000814547-22-000016
PCTY,5412,2.215628,0.9097111667045712,1,0001591698-22-000094
FLR,2379,-1.104619,0.0,0,0001628280-22-003231
CNP,2212,0.3453538,0.0,0,0001130310-22-000023
NVEC,3344,0.6828295,0.0,0,0001437749-22-010855
TIL,5417,1.635407,0.0,0,0001789769-22-000008
LC,5222,2.113345,0.1343039028714174,1,0001409970-22-000006
PHM,2361,-0.7602519,0.0,0,0000822416-22-000007
ELEV,3254,0.4637086,0.0,0,0001558370-22-002715
AXTI,3344,0.6828295,0.0,0,0001558370-22-003664
SMIT,3345,1.113945,0.0,0,0001193805-22-001402
COMP,5415,1.860226,2.165798224045456,1,0001193125-22-058265
KRT,3231,-0.2099964,0.0,0,0001628280-22-007993
ATEC,3391,0.2301883,0.0,0,0001564590-22-008121
BCAB,6223,0.5900623,0.0,0,0000950170-22-002303
NEXI,5417,1.635407,0.1917177914110429,1,0001538210-22-000008
LZ,5182,1.74286,0.4777260241251642,1,0001286139-22-000048
F,3361,-0.3023474,2.663224960563784,1,0000037996-22-000013
NHWK,3254,0.4637086,0.0,0,0001558370-22-003452
BIOR,6215,0.6741955,0.0,0,0000950170-22-004791
ROP,3345,1.113945,0.0,0,0000882835-22-000012
MTG,5241,2.058794,0.225263276454356,1,0000876437-22-000013
CPHC,7112,-0.2576417,0.0,0,0001437749-22-006804
SAGE,3254,0.4637086,0.0,0,0001564590-22-006495
SWKS,3344,0.6828295,0.0,0,0000004127-22-000038
INNV,5511,1.69871,0.0,0,0001558370-22-014380
ZDGE,5112,1.966309,0.31312625250501,1,0001213900-22-072153
TBI,5613,-0.7234654,1.5832089383453205,1,0000768899-22-000079
VRME,4539,0.00781,0.0,0,0001214659-22-003917
AXR,2372,0.5814018,0.0,0,0001410578-22-001969
VERB,3342,1.181725,0.0,0,0001493152-22-008470
SCPL,5182,1.74286,0.0,0,0001760717-22-000007
OSK,3361,-0.3023474,0.2773732750849456,1,0001564590-21-057221
OSUR,3391,0.2301883,0.0,0,0000950170-22-002556
LH,6215,0.6741955,0.3822727388567496,1,0000920148-22-000015
PTVE,5614,1.704965,0.0,0,0001564590-22-006686
VRSK,5182,1.74286,0.5767012687427913,1,0001437749-22-004083
BGSF,5613,-0.7234654,0.467093278527722,1,0001474903-22-000020
STRO,3254,0.4637086,0.0,0,0000950170-22-002312
LASR,3344,0.6828295,0.0,0,0001124796-22-000028
HOMB,5511,1.69871,0.0,0,0001331520-22-000015
ITIC,5241,2.058794,0.0,0,0000720858-22-000007
VTNR,3241,-0.1959436,0.0,0,0001628280-22-005958
OGEN,3254,0.4637086,0.0978483155412479,1,0001493152-22-007664
BOXL,6116,0.6729133,0.0,0,0001558370-22-005374
NTGR,3342,1.181725,0.1283762966005956,1,0001564590-22-005708
AXP,5222,2.113345,1.077760413859999,1,0000004962-22-000008
TUP,3261,-0.8657592,0.0,0,0001008654-22-000008
ISR,3391,0.2301883,0.0,0,0001437749-22-023188
REI,2111,0.6686154,0.0,0,0001104659-22-034569
TGAN,5417,1.635407,0.3069085105729981,1,0001715768-22-000028
NWLI,5241,2.058794,0.2053345927188353,1,0001635984-22-000009
DAL,4811,-0.4555449,0.0,0,0000027904-22-000003
PRVB,3254,0.4637086,0.0,0,0001493152-22-005304
CARG,4541,0.6046838,0.0,0,0000950170-22-002023
APLD,3345,1.113945,1.2248647545166889,1,0001628280-22-023816
FLO,3118,-0.8015609,0.0,0,0001564590-22-006065
FLNC,3359,-0.0384073,1.19552872257756,1,0001868941-21-000012
HON,3364,0.5189539,0.0,0,0000773840-22-000018
ELSE,3345,1.113945,0.0,0,0000897101-22-000366
LNC,5241,2.058794,0.1589420815054994,1,0000059558-22-000008
TREX,3219,-1.146,0.0,0,0001193125-22-058229
ARDS,3254,0.4637086,0.0,0,0001104659-22-045482
CTS,3344,0.6828295,0.0,0,0001564590-22-007183
CLMB,4234,1.041147,0.0,0,0001558370-22-003146
MSFT,5112,1.966309,6.672759185923379,1,0001564590-22-026876
PEP,3121,-0.6586424,0.2970444081390168,1,0000077476-22-000010
AGLE,3254,0.4637086,0.2356767457754943,1,0001564590-22-008995
ESTE,2111,0.6686154,0.0,0,0000010254-22-000047
NEWR,4234,1.041147,1.186199417067715,1,0001448056-22-000021
SMSI,5112,1.966309,0.0,0,0001564590-22-009851
LODE,2122,-0.8924032,0.2206044562100154,1,0001120970-22-000023
AYTU,3254,0.4637086,0.0,0,0001558370-22-014652
DGX,6215,0.6741955,0.7239766589925141,1,0001022079-22-000027
KITT,5614,1.704965,0.0,0,0001213900-22-015818
MCY,5241,2.058794,0.1510642476245147,1,0000064996-22-000004
DLX,3231,-0.2099964,0.5622557701498412,1,0000027996-22-000078
GERN,3254,0.4637086,0.1121327651939896,1,0001564590-22-009627
LEDS,3344,0.6828295,0.0,0,0000950170-22-022841
OMC,5418,1.305607,0.0,0,0000029989-22-000012
ALHC,5241,2.058794,0.8079502302658156,1,0000950170-22-002810
TILE,3141,-1.067818,0.0,0,0000715787-22-000005
SYK,3391,0.2301883,0.4909662215239591,1,0000310764-22-000028
POWW,4243,0.6573116,0.0,0,0001493152-22-018107
VSAT,3342,1.181725,0.7131565497486123,1,0000950170-22-010881
TOST,5112,1.966309,0.0,0,0001650164-22-000009
ALV,3363,-0.5860924,0.0,0,0000950170-22-001528
JWN,4481,0.2268381,0.0,0,0000072333-22-000060
REPX,2111,0.6686154,0.0,0,0001628280-21-025024
SCOR,3345,1.113945,0.4205450263541549,1,0001158172-22-000011
DV,5415,1.860226,0.6094959468519534,1,0001558370-22-003061
QUAD,3231,-0.2099964,0.1429980981252949,1,0001481792-22-000005
LIXT,3254,0.4637086,0.0,0,0001493152-22-007327
LWLG,3344,0.6828295,0.0,0,0001553350-22-000198
USPH,6213,0.7008373,0.0,0,0001140361-22-007247
GBLI,5241,2.058794,0.0918720773195402,1,0001564590-22-010614
WMS,3261,-0.8657592,0.0,0,0001604028-22-000025
OTTR,2211,0.2096187,0.0,0,0001466593-22-000010
VICR,3344,0.6828295,3.672023500950406,1,0001193125-22-060946
HOLX,3345,1.113945,1.8165539970675628,1,0000859737-22-000022
LPRO,5222,2.113345,0.0,0,0001628280-22-004299
XOS,2362,-0.6632232,0.0,0,0001819493-22-000013
DSGN,3254,0.4637086,0.0,0,0000950170-22-003369
SIDU,3364,0.5189539,0.0,0,0001493152-22-009092
KN,3343,1.161132,0.0,0,0001587523-22-000005
