,count,mean,std,25%,50%,75%
"CAR[0,+5] ChatGPT",3015.0,-0.004351974064910657,0.1168270829949168,-0.044102309906815046,-0.0026103078321876,0.033919577126315104
"CAR[0,+10] ChatGPT",3015.0,-0.0114969703908336,0.17269936684552958,-0.07115369445612005,-0.0117725295004897,0.04297112725785315
"CAR[0,+5] GPT-4",2966.0,-0.028471141147471953,0.1163563153764624,-0.06808057627225518,-0.020337513428295997,0.012204266080606825
AIIE (industry AI exposure),3056.0,0.6508737428992146,0.9747738484143271,0.2090943,0.4637086,1.635407
ln(ME),3055.0,13.297138848436008,2.4556243317357698,11.409201522177035,13.313158168079987,15.017187833198053
6-mo momentum,3056.0,-0.0886916986396537,0.41860660202854655,-0.32387400944264544,-0.09419334000818091,0.09050971367200428
Book/Market,2931.0,0.8306844253149901,1.7969595595747268,0.21087591052551835,0.4610579894601328,0.9860366207565963
ln(employees),2894.0,-0.18379299099006327,2.5052521873917337,-2.1037342342488805,-0.13926206733350766,1.7227665977411035
