ri_p_head,ri_p_tight,ri_lo_head,ri_hi_head,match_npairs,match_gap_head,match_t_head,match_reg_head,match_reg_t_head,bal_pre_size,bal_post_size,mde_10day
0.091,0.051,-0.8752376789614744,0.7881480628143984,675,1.4970520599325914,2.232641006956662,0.763633868141156,2.0475074531630852,-0.19022084198371372,0.018593750171461282,0.8040835015404662
