ri_p_mean,ri_p_slope,ri_p_rho,placebo_lo,placebo_hi,mde_m1_1,patell_m1_1,bmp_m1_1,gsign_m1_1,grantloan_mean,grantonly_mean
0.143,0.0175,0.181,-0.03669182285968819,0.03318490331429494,0.0746277975393021,0.9068071096030603,0.6163195070301668,0.47724156412686625,0.06936122307939055,0.0049809044251914805
