window,mean,t,patell,bmp,gsign,npos,n
"CAR[-1,+1]",0.026441010643257837,0.9926159051388274,0.9068071096030603,0.6163195070301668,0.47724156412686625,8,15
"CAR[0,+3]",0.016209029993125047,0.5223576012356973,0.12855641037263274,0.07388069668510698,-0.5571982659701132,6,15
