npairs,match_diff,match_t,raw_diff,ri_p_unins,ri_p_sec,placebo_unins_t,mde_sec,mde_sec_vs_unins
54,-0.053938907800388056,-2.426160168628067,-0.057273987601643,0.0,0.038,-0.36853638382431897,0.04896116013060625,1.179170068330754
