,count,mean,std,25%,50%,75%
"CAR[0,+3]",165.0,-0.14112791225616067,0.13238423276975902,-0.1558846523193517,-0.1105391746746198,-0.0799617519620964
"CAR[0,+1]",165.0,-0.04634820280832482,0.04731723567549818,-0.0529113253218634,-0.0416592878357405,-0.0303607440046782
Uninsured deposits/Assets,157.0,0.312579100826288,0.12604558100295532,0.2415783523442742,0.3200069282567042,0.3838246634113625
Securities unreal. loss/Equity,165.0,0.2698985763761115,0.17643303392155857,0.1601489013323079,0.2245691311331978,0.3571502298266615
HTM unreal. loss/Equity,165.0,0.07144041656743778,0.11710894751369882,0.0,0.0329958166401604,0.09511885598347
ln(Assets),165.0,16.65308162236195,1.5590148928926355,15.633136746996955,16.278452404637747,17.46649240922832
