sample,N,n_filings,slope_anon,t_anon,extra_raw,t_extra_raw
Pre-cutoff,212,106,-0.025450694428643367,-0.5992997300270443,0.016905133629478396,0.37280371629421377
Post-cutoff,206,103,-0.07598128426472342,-1.027800704191233,0.04656666063328361,0.6995493086093018
