sample,n,corr_raw_anon,mean_raw,mean_anon,mean_gap,mean_abs_gap,t_gap
Full,209,0.6499736103899221,11.066985645933014,10.933014354066986,0.1339712918660287,5.215311004784689,0.1131971647352993
Pre-cutoff,106,0.6469121496731526,13.037735849056604,13.141509433962264,-0.10377358490566038,6.028301886792453,-0.058414535600210385
Post-cutoff,103,0.6458205579040882,9.03883495145631,8.660194174757281,0.3786407766990291,4.378640776699029,0.24183645622687483
