npairs,gap_pre_all,gap_pre_matched,matched_tri_c,matched_tri_t,ri_p_tri,ri_p_ex,mde_tri_pp,mde_tri_pctsd,sd_bhar
90,0.195820825881728,-0.0266607159036643,-0.0268892554244858,-0.2446676186531234,0.762,0.714,22.53638456255507,37.39417491984248,0.6026709938342987
