,count,mean,std,25%,50%,75%
gpt-4o risk score (raw text),209.0,11.066985645933014,20.236945245990462,1.0,1.0,19.0
gpt-4o risk score (anonymized),209.0,10.933014354066986,20.652232860395152,1.0,1.0,12.0
Score gap (raw - anon),209.0,0.1339712918660287,17.10997358771336,0.0,0.0,0.0
BHAR 12m,209.0,-0.10629263385148204,0.6295535777871532,-0.4821967951412667,-0.1483586609242141,0.0933824764002049
BHAR 6m,209.0,-0.07712621124205338,0.42551200160265634,-0.2764361909657357,-0.089185106176354,0.0891045861972639
BHAR 3m,209.0,-0.018354114941911685,0.2355508240042194,-0.1688579100028996,-0.0170699863078829,0.1150923312666498
Redactions per filing,209.0,3.7177033492822966,5.702708743021085,0.0,2.0,5.0
