ri_p_level,ri_p_incr,ri_real_pp,ri_real_g2,ri_placebo_g2_mean,stack_did1,stack_t1,stack_did2,stack_t2,stack_ncohorts,mde_incr_pct,mde_h3_pct
0.308,0.078,-0.2586564143945787,-0.12690349343766785,-0.07710039963687564,-0.37411454494097396,-5.2086358168434685,-0.0527075445709393,-0.5972626056553204,9,27.51170367338684,39.28667758351541
