npairs,gap_pre_lvl,gap_post_lvl,ri_p_avg,ri_pct_avg,ri_p_int,ri_pct_int,matched_avg,matched_avg_t,matched_int,matched_int_t,mde_avg_pct,mde_int_pct,sd_chg
201,-0.0417120478795496,0.0011322204263688,0.764,63.4,0.023,99.3,-0.00578090487415092,-1.3071353371810628,0.0034885563118942134,0.3967757718185781,1.0843836243431946,2.1605987892692284,0.07188668197386319
