outcome,label,coef,se,mde,mde_pct_mean,mde_pct_sd
invest_at,Investment/Assets,0.0027354589448774,0.0033870458391109,0.009489096817165511,12.951274347853309,11.783352720735575
capx_at,Capex/Assets,-0.0014737182806804,0.0011317032362999,0.0031705628112692554,10.388874164020558,9.333426093739842
rd_at,R\&D/Assets,0.0016224886429068,0.001218558929618,0.003413896418833845,16.09135624852122,7.334621494569945
aqc_at,Acquisitions/Assets,0.0021169682399361,0.0026237526860883,0.00735066616905469,35.960870669092984,14.44221462760136
book_lev,Book leverage,0.0027879428712226,0.0069328364426986,0.01942293058531776,6.6355545030258,9.348954579628352
cash_at,Cash/Assets,0.0078446910803449,0.0052691361202604,0.014761932717479736,12.217479436962671,11.18929585824715
idio_vol,Idiosyncratic volatility,-0.0269839610455156,0.0053868816176603,0.015091806736812832,5.412302691906322,11.956698898841292
