date,mktrf,rf,mktret
2023-10-23,-0.0023,0.0002,-0.0021
2023-10-24,0.0074,0.0002,0.0076
2023-10-25,-0.0157,0.0002,-0.015499999999999998
2023-10-26,-0.0114,0.0002,-0.0112
2023-10-27,-0.0052,0.0002,-0.005
2023-10-30,0.0115,0.0002,0.0117
2023-10-31,0.0063,0.0002,0.0065
2023-11-01,0.0093,0.0002,0.0095
2023-11-02,0.0194,0.0002,0.0196
2023-11-03,0.011,0.0002,0.0112
2023-11-06,0.0001,0.0002,0.00030000000000000003
2023-11-07,0.0035,0.0002,0.0037
2023-11-08,-0.0003,0.0002,-9.999999999999996e-05
2023-11-09,-0.0089,0.0002,-0.0087
2023-11-10,0.0149,0.0002,0.0151
2023-11-13,-0.0005,0.0002,-0.00030000000000000003
2023-11-14,0.0218,0.0002,0.022
2023-11-15,0.0018,0.0002,0.002
2023-11-16,-0.0011,0.0002,-0.0009000000000000001
2023-11-17,0.0025,0.0002,0.0027
2023-11-20,0.0073,0.0002,0.0075
2023-11-21,-0.0032,0.0002,-0.003
2023-11-22,0.0047,0.0002,0.0049
2023-11-24,0.0011,0.0002,0.0013000000000000002
2023-11-27,-0.0023,0.0002,-0.0021
2023-11-28,0.0005,0.0002,0.0007
2023-11-29,0.0001,0.0002,0.00030000000000000003
2023-11-30,0.0035,0.0002,0.0037
2023-12-01,0.0081,0.0002,0.0083
2023-12-04,-0.0044,0.0002,-0.004200000000000001
2023-12-05,-0.0021,0.0002,-0.0018999999999999998
2023-12-06,-0.004,0.0002,-0.0038
2023-12-07,0.0081,0.0002,0.0083
2023-12-08,0.0044,0.0002,0.0046
2023-12-11,0.0036,0.0002,0.0038
2023-12-12,0.0034,0.0002,0.0036
2023-12-13,0.0154,0.0002,0.015600000000000001
2023-12-14,0.005,0.0002,0.0052
2023-12-15,-0.0006,0.0002,-0.00039999999999999996
2023-12-18,0.0042,0.0002,0.004399999999999999
2023-12-19,0.0072,0.0002,0.0073999999999999995
2023-12-20,-0.0155,0.0002,-0.0153
2023-12-21,0.0109,0.0002,0.0111
2023-12-22,0.002,0.0002,0.0022
2023-12-26,0.0048,0.0002,0.004999999999999999
2023-12-27,0.0016,0.0002,0.0018000000000000002
2023-12-28,-0.0001,0.0002,0.0001
2023-12-29,-0.0043,0.0002,-0.0041
2024-01-02,-0.007,0.0002,-0.0068000000000000005
2024-01-03,-0.0101,0.0002,-0.009899999999999999
2024-01-04,-0.0033,0.0002,-0.0031
2024-01-05,0.0015,0.0002,0.0017000000000000001
2024-01-08,0.0149,0.0002,0.0151
2024-01-09,-0.0021,0.0002,-0.0018999999999999998
2024-01-10,0.0051,0.0002,0.0053
2024-01-11,-0.0014,0.0002,-0.0012
2024-01-12,-0.0001,0.0002,0.0001
2024-01-16,-0.0047,0.0002,-0.0045000000000000005
2024-01-17,-0.0059,0.0002,-0.0057
2024-01-18,0.0087,0.0002,0.0089
2024-01-19,0.0119,0.0002,0.012100000000000001
2024-01-22,0.0038,0.0002,0.004
2024-01-23,0.0022,0.0002,0.0024000000000000002
2024-01-24,-0.0001,0.0002,0.0001
2024-01-25,0.0046,0.0002,0.0048
2024-01-26,-0.0002,0.0002,0.0
2024-01-29,0.0085,0.0002,0.008700000000000001
2024-01-30,-0.0012,0.0002,-0.0009999999999999998
2024-01-31,-0.0174,0.0002,-0.0172
2024-02-01,0.0122,0.0002,0.012400000000000001
2024-02-02,0.0099,0.0002,0.010100000000000001
2024-02-05,-0.0042,0.0002,-0.004
2024-02-06,0.0027,0.0002,0.0029000000000000002
2024-02-07,0.0077,0.0002,0.0079
2024-02-08,0.0021,0.0002,0.0023
2024-02-09,0.0065,0.0002,0.006699999999999999
2024-02-12,0.0004,0.0002,0.0006000000000000001
2024-02-13,-0.016,0.0002,-0.0158
2024-02-14,0.0114,0.0002,0.011600000000000001
2024-02-15,0.0067,0.0002,0.0069
2024-02-16,-0.0053,0.0002,-0.0051
2024-02-20,-0.0073,0.0002,-0.0071
2024-02-21,-0.0002,0.0002,0.0
2024-02-22,0.0202,0.0002,0.020399999999999998
2024-02-23,0.0002,0.0002,0.0004
2024-02-26,-0.0026,0.0002,-0.0024
2024-02-27,0.0026,0.0002,0.0028
2024-02-28,-0.0026,0.0002,-0.0024
2024-02-29,0.0053,0.0002,0.0055
2024-03-01,0.0076,0.0002,0.0078
2024-03-04,-0.0018,0.0002,-0.0015999999999999999
2024-03-05,-0.0107,0.0002,-0.010499999999999999
2024-03-06,0.0053,0.0002,0.0055
2024-03-07,0.0102,0.0002,0.010400000000000001
2024-03-08,-0.0066,0.0002,-0.0064
2024-03-11,-0.002,0.0002,-0.0018
2024-03-12,0.0104,0.0002,0.0106
2024-03-13,-0.0014,0.0002,-0.0012
2024-03-14,-0.0042,0.0002,-0.004
2024-03-15,-0.0058,0.0002,-0.0056
2024-03-18,0.0053,0.0002,0.0055
2024-03-19,0.0054,0.0002,0.0056
2024-03-20,0.0102,0.0002,0.010400000000000001
2024-03-21,0.0042,0.0002,0.004399999999999999
2024-03-22,-0.0023,0.0002,-0.0021
2024-03-25,-0.0027,0.0002,-0.0025
2024-03-26,-0.0026,0.0002,-0.0024
2024-03-27,0.0088,0.0002,0.009000000000000001
2024-03-28,0.0011,0.0002,0.0013000000000000002
2024-04-01,-0.0026,0.0002,-0.0024
2024-04-02,-0.0085,0.0002,-0.0083
2024-04-03,0.0017,0.0002,0.0019
2024-04-04,-0.0122,0.0002,-0.012
2024-04-05,0.0106,0.0002,0.0108
2024-04-08,0.0001,0.0002,0.00030000000000000003
2024-04-09,0.0013,0.0002,0.0015
2024-04-10,-0.01,0.0002,-0.0098
2024-04-11,0.0073,0.0002,0.0075
2024-04-12,-0.0153,0.0002,-0.015099999999999999
2024-04-15,-0.0129,0.0002,-0.0127
2024-04-16,-0.0023,0.0002,-0.0021
2024-04-17,-0.0064,0.0002,-0.006200000000000001
2024-04-18,-0.0027,0.0002,-0.0025
2024-04-19,-0.0082,0.0002,-0.008
2024-04-22,0.0087,0.0002,0.0089
2024-04-23,0.0127,0.0002,0.0129
2024-04-24,-0.0001,0.0002,0.0001
2024-04-25,-0.0047,0.0002,-0.0045000000000000005
2024-04-26,0.0103,0.0002,0.0105
2024-04-29,0.0033,0.0002,0.0035
2024-04-30,-0.0167,0.0002,-0.0165
2024-05-01,-0.0027,0.0002,-0.0025
2024-05-02,0.0101,0.0002,0.0103
2024-05-03,0.0118,0.0002,0.012
2024-05-06,0.0108,0.0002,0.011000000000000001
2024-05-07,0.0005,0.0002,0.0007
2024-05-08,-0.0009,0.0002,-0.0007
2024-05-09,0.0052,0.0002,0.005399999999999999
2024-05-10,0.0009,0.0002,0.0011
2024-05-13,-0.0004,0.0002,-0.0002
2024-05-14,0.0056,0.0002,0.0058
2024-05-15,0.0115,0.0002,0.0117
2024-05-16,-0.0025,0.0002,-0.0023
2024-05-17,0.0011,0.0002,0.0013000000000000002
2024-05-20,0.0014,0.0002,0.0016
2024-05-21,0.0016,0.0002,0.0018000000000000002
2024-05-22,-0.0035,0.0002,-0.0033
2024-05-23,-0.0084,0.0002,-0.008199999999999999
2024-05-24,0.0071,0.0002,0.0073
2024-05-28,-0.0004,0.0002,-0.0002
2024-05-29,-0.0077,0.0002,-0.007500000000000001
2024-05-30,-0.0053,0.0002,-0.0051
2024-05-31,0.0068,0.0002,0.006999999999999999
2024-06-03,0.0005,0.0002,0.0007
2024-06-04,-0.0006,0.0002,-0.00039999999999999996
2024-06-05,0.0123,0.0002,0.0125
2024-06-06,-0.0006,0.0002,-0.00039999999999999996
2024-06-07,-0.0023,0.0002,-0.0021
2024-06-10,0.0027,0.0002,0.0029000000000000002
2024-06-11,0.002,0.0002,0.0022
2024-06-12,0.0094,0.0002,0.009600000000000001
2024-06-13,0.0005,0.0002,0.0007
2024-06-14,-0.0016,0.0002,-0.0014
2024-06-17,0.0078,0.0002,0.008
2024-06-18,0.002,0.0002,0.0022
2024-06-20,-0.003,0.0002,-0.0028
2024-06-21,-0.0013,0.0002,-0.0010999999999999998
2024-06-24,-0.0026,0.0002,-0.0024
2024-06-25,0.0031,0.0002,0.0033
2024-06-26,0.0016,0.0002,0.0018000000000000002
2024-06-27,0.0014,0.0002,0.0016
2024-06-28,-0.0035,0.0002,-0.0033
2024-07-01,0.0023,0.0002,0.0025
2024-07-02,0.0057,0.0002,0.0059
2024-07-03,0.0048,0.0002,0.004999999999999999
2024-07-05,0.0048,0.0002,0.004999999999999999
2024-07-08,0.001,0.0002,0.0012000000000000001
2024-07-09,0.0,0.0002,0.0002
2024-07-10,0.0097,0.0002,0.0099
2024-07-11,-0.006,0.0002,-0.0058000000000000005
2024-07-12,0.0058,0.0002,0.005999999999999999
2024-07-15,0.0038,0.0002,0.004
2024-07-16,0.0082,0.0002,0.008400000000000001
2024-07-17,-0.0149,0.0002,-0.0147
2024-07-18,-0.0095,0.0002,-0.0093
2024-07-19,-0.0068,0.0002,-0.0066
2024-07-22,0.0108,0.0002,0.011000000000000001
2024-07-23,-0.0007,0.0002,-0.0005
2024-07-24,-0.024,0.0002,-0.0238
2024-07-25,-0.003,0.0002,-0.0028
2024-07-26,0.011,0.0002,0.0112
2024-07-29,-0.0002,0.0002,0.0
2024-07-30,-0.0049,0.0002,-0.0047
2024-07-31,0.0152,0.0002,0.0154
2024-08-01,-0.0161,0.0002,-0.0159
2024-08-02,-0.0211,0.0002,-0.020900000000000002
2024-08-05,-0.0302,0.0002,-0.030000000000000002
2024-08-06,0.01,0.0002,0.0102
2024-08-07,-0.0083,0.0002,-0.0081
2024-08-08,0.0238,0.0002,0.024
2024-08-09,0.0043,0.0002,0.0045
2024-08-12,-0.0008,0.0002,-0.0006000000000000001
2024-08-13,0.0169,0.0002,0.017099999999999997
2024-08-14,0.003,0.0002,0.0032
2024-08-15,0.0177,0.0002,0.0179
2024-08-16,0.0022,0.0002,0.0024000000000000002
2024-08-19,0.0098,0.0002,0.01
2024-08-20,-0.0031,0.0002,-0.0029
2024-08-21,0.0051,0.0002,0.0053
2024-08-22,-0.0096,0.0002,-0.009399999999999999
2024-08-23,0.0129,0.0002,0.0131
2024-08-26,-0.0034,0.0002,-0.0031999999999999997
2024-08-27,0.0005,0.0002,0.0007
2024-08-28,-0.0066,0.0002,-0.0064
2024-08-29,0.0007,0.0002,0.0009
2024-08-30,0.0098,0.0002,0.01
2024-09-03,-0.0226,0.0002,-0.0224
2024-09-04,-0.0022,0.0002,-0.002
2024-09-05,-0.0031,0.0002,-0.0029
2024-09-06,-0.0182,0.0002,-0.018000000000000002
2024-09-09,0.0109,0.0002,0.0111
2024-09-10,0.004,0.0002,0.0042
2024-09-11,0.0104,0.0002,0.0106
2024-09-12,0.008,0.0002,0.0082
2024-09-13,0.007,0.0002,0.0072
2024-09-16,0.0016,0.0002,0.0018000000000000002
2024-09-17,0.0008,0.0002,0.001
2024-09-18,-0.0025,0.0002,-0.0023
2024-09-19,0.0177,0.0002,0.0179
2024-09-20,-0.0026,0.0002,-0.0024
2024-09-23,0.0021,0.0002,0.0023
2024-09-24,0.0024,0.0002,0.0026
2024-09-25,-0.0029,0.0002,-0.0026999999999999997
2024-09-26,0.0043,0.0002,0.0045
2024-09-27,-0.0009,0.0002,-0.0007
2024-09-30,0.0036,0.0002,0.0038
2024-10-01,-0.0097,0.0002,-0.0095
2024-10-02,0.0,0.0002,0.0002
2024-10-03,-0.0023,0.0002,-0.0021
2024-10-04,0.0103,0.0002,0.0105
2024-10-07,-0.0097,0.0002,-0.0095
2024-10-08,0.0087,0.0002,0.0089
2024-10-09,0.0069,0.0002,0.0070999999999999995
2024-10-10,-0.002,0.0002,-0.0018
2024-10-11,0.0075,0.0002,0.007699999999999999
2024-10-14,0.007,0.0002,0.0072
2024-10-15,-0.0072,0.0002,-0.007
2024-10-16,0.0052,0.0002,0.005399999999999999
2024-10-17,-0.0005,0.0002,-0.00030000000000000003
2024-10-18,0.0036,0.0002,0.0038
2024-10-21,-0.0029,0.0002,-0.0026999999999999997
2024-10-22,-0.0011,0.0002,-0.0009000000000000001
2024-10-23,-0.0097,0.0002,-0.0095
2024-10-24,0.0029,0.0002,0.0031
2024-10-25,-0.0008,0.0002,-0.0006000000000000001
2024-10-28,0.0038,0.0002,0.004
2024-10-29,0.0015,0.0002,0.0017000000000000001
2024-10-30,-0.0032,0.0002,-0.003
2024-10-31,-0.018,0.0002,-0.0178
2024-11-01,0.0047,0.0002,0.0049
2024-11-04,-0.0027,0.0002,-0.0025
2024-11-05,0.013,0.0002,0.0132
2024-11-06,0.0291,0.0002,0.0293
2024-11-07,0.0066,0.0002,0.0068
2024-11-08,0.0043,0.0002,0.0045
2024-11-11,0.0032,0.0002,0.0034000000000000002
2024-11-12,-0.0038,0.0002,-0.0036
2024-11-13,-0.0012,0.0002,-0.0009999999999999998
2024-11-14,-0.0071,0.0002,-0.006900000000000001
2024-11-15,-0.0138,0.0002,-0.0136
2024-11-18,0.0041,0.0002,0.0043
2024-11-19,0.0049,0.0002,0.0050999999999999995
2024-11-20,0.0004,0.0002,0.0006000000000000001
2024-11-21,0.0065,0.0002,0.006699999999999999
2024-11-22,0.0053,0.0002,0.0055
2024-11-25,0.0041,0.0002,0.0043
2024-11-26,0.0042,0.0002,0.004399999999999999
2024-11-27,-0.0039,0.0002,-0.0036999999999999997
2024-11-29,0.0054,0.0002,0.0056
2024-12-02,0.0023,0.0002,0.0025
2024-12-03,0.0004,0.0002,0.0006000000000000001
2024-12-04,0.007,0.0002,0.0072
2024-12-05,-0.0028,0.0002,-0.0026
2024-12-06,0.0035,0.0002,0.0037
2024-12-09,-0.0073,0.0002,-0.0071
2024-12-10,-0.0036,0.0002,-0.0034
2024-12-11,0.0087,0.0002,0.0089
2024-12-12,-0.0062,0.0002,-0.006
2024-12-13,-0.0005,0.0002,-0.00030000000000000003
2024-12-16,0.0046,0.0002,0.0048
2024-12-17,-0.0049,0.0002,-0.0047
2024-12-18,-0.0317,0.0002,-0.0315
2024-12-19,-0.0012,0.0002,-0.0009999999999999998
2024-12-20,0.0107,0.0002,0.0109
2024-12-23,0.0061,0.0002,0.0063
2024-12-24,0.0111,0.0002,0.011300000000000001
2024-12-26,0.0001,0.0002,0.00030000000000000003
2024-12-27,-0.0117,0.0002,-0.0115
2024-12-30,-0.0109,0.0002,-0.0107
2024-12-31,-0.0046,0.0002,-0.0044
2025-01-02,-0.0016,0.0002,-0.0014
2025-01-03,0.0134,0.0002,0.013600000000000001
2025-01-06,0.0055,0.0002,0.005699999999999999
2025-01-07,-0.0118,0.0002,-0.0116
2025-01-08,0.001,0.0002,0.0012000000000000001
2025-01-10,-0.0155,0.0002,-0.0153
2025-01-13,0.0012,0.0002,0.0014
2025-01-14,0.0017,0.0002,0.0019
2025-01-15,0.0191,0.0002,0.019299999999999998
2025-01-16,-0.0019,0.0002,-0.0017
2025-01-17,0.0096,0.0002,0.0098
2025-01-21,0.0096,0.0002,0.0098
2025-01-22,0.0054,0.0002,0.0056
2025-01-23,0.0048,0.0002,0.004999999999999999
2025-01-24,-0.0027,0.0002,-0.0025
2025-01-27,-0.0149,0.0002,-0.0147
2025-01-28,0.0092,0.0002,0.0094
2025-01-29,-0.0042,0.0002,-0.004
2025-01-30,0.0058,0.0002,0.005999999999999999
2025-01-31,-0.0053,0.0002,-0.0051
2025-02-03,-0.0082,0.0002,-0.008
2025-02-04,0.0077,0.0002,0.0079
2025-02-05,0.0039,0.0002,0.0040999999999999995
2025-02-06,0.0029,0.0002,0.0031
2025-02-07,-0.0098,0.0002,-0.0096
2025-02-10,0.0066,0.0002,0.0068
2025-02-11,-0.0014,0.0002,-0.0012
2025-02-12,-0.0031,0.0002,-0.0029
2025-02-13,0.011,0.0002,0.0112
2025-02-14,0.0002,0.0002,0.0004
2025-02-18,0.0025,0.0002,0.0027
2025-02-19,0.0009,0.0002,0.0011
2025-02-20,-0.0061,0.0002,-0.005900000000000001
2025-02-21,-0.019,0.0002,-0.0188
2025-02-24,-0.0057,0.0002,-0.0055000000000000005
2025-02-25,-0.0058,0.0002,-0.0056
2025-02-26,0.0002,0.0002,0.0004
2025-02-27,-0.0165,0.0002,-0.016300000000000002
2025-02-28,0.0159,0.0002,0.0161
2025-03-03,-0.0192,0.0002,-0.019
2025-03-04,-0.0127,0.0002,-0.012499999999999999
2025-03-05,0.0116,0.0002,0.0118
2025-03-06,-0.0192,0.0002,-0.019
2025-03-07,0.0047,0.0002,0.0049
2025-03-10,-0.029,0.0002,-0.028800000000000003
2025-03-11,-0.0063,0.0002,-0.0061
2025-03-12,0.0051,0.0002,0.0053
2025-03-13,-0.0149,0.0002,-0.0147
2025-03-14,0.0221,0.0002,0.0223
2025-03-17,0.0072,0.0002,0.0073999999999999995
2025-03-18,-0.0113,0.0002,-0.011099999999999999
2025-03-19,0.012,0.0002,0.0122
2025-03-20,-0.0024,0.0002,-0.0021999999999999997
2025-03-21,0.0008,0.0002,0.001
2025-03-24,0.0193,0.0002,0.0195
2025-03-25,0.0012,0.0002,0.0014
2025-03-26,-0.0122,0.0002,-0.012
2025-03-27,-0.0042,0.0002,-0.004
2025-03-28,-0.0207,0.0002,-0.0205
2025-03-31,0.0039,0.0002,0.0040999999999999995
2025-04-01,0.004,0.0002,0.0042
2025-04-02,0.0081,0.0002,0.0083
2025-04-03,-0.0513,0.0002,-0.0511
2025-04-04,-0.0592,0.0002,-0.059000000000000004
2025-04-07,-0.0023,0.0002,-0.0021
2025-04-08,-0.0167,0.0002,-0.0165
2025-04-09,0.0965,0.0002,0.09670000000000001
2025-04-10,-0.0354,0.0002,-0.0352
2025-04-11,0.0176,0.0002,0.0178
2025-04-14,0.0079,0.0002,0.008100000000000001
2025-04-15,-0.0014,0.0002,-0.0012
2025-04-16,-0.0222,0.0002,-0.022000000000000002
2025-04-17,0.0022,0.0002,0.0024000000000000002
2025-04-21,-0.024,0.0002,-0.0238
2025-04-22,0.0256,0.0002,0.0258
2025-04-23,0.0175,0.0002,0.0177
2025-04-24,0.0214,0.0002,0.021599999999999998
2025-04-25,0.0064,0.0002,0.0066
2025-04-28,0.0008,0.0002,0.001
2025-04-29,0.0058,0.0002,0.005999999999999999
2025-04-30,0.0003,0.0002,0.0005
2025-05-01,0.0059,0.0002,0.0060999999999999995
2025-05-02,0.0156,0.0002,0.015799999999999998
2025-05-05,-0.0066,0.0002,-0.0064
2025-05-06,-0.0081,0.0002,-0.007899999999999999
2025-05-07,0.004,0.0002,0.0042
2025-05-08,0.0074,0.0002,0.0076
2025-05-09,-0.0009,0.0002,-0.0007
2025-05-12,0.0336,0.0002,0.0338
2025-05-13,0.0079,0.0002,0.008100000000000001
2025-05-14,0.0008,0.0002,0.001
2025-05-15,0.003,0.0002,0.0032
2025-05-16,0.0074,0.0002,0.0076
2025-05-19,0.0001,0.0002,0.00030000000000000003
2025-05-20,-0.0037,0.0002,-0.0035
2025-05-21,-0.0173,0.0002,-0.0171
2025-05-22,-0.0001,0.0002,0.0001
2025-05-23,-0.0067,0.0002,-0.006500000000000001
2025-05-27,0.0207,0.0002,0.0209
2025-05-28,-0.0062,0.0002,-0.006
2025-05-29,0.0033,0.0002,0.0035
2025-05-30,-0.0002,0.0002,0.0
2025-06-02,0.0038,0.0002,0.004
2025-06-03,0.0066,0.0002,0.0068
2025-06-04,-0.0002,0.0002,0.0
2025-06-05,-0.0051,0.0002,-0.004900000000000001
2025-06-06,0.0107,0.0002,0.0109
2025-06-09,0.0011,0.0002,0.0013000000000000002
2025-06-10,0.005,0.0002,0.0052
2025-06-11,-0.0032,0.0002,-0.003
2025-06-12,0.003,0.0002,0.0032
2025-06-13,-0.0115,0.0002,-0.0113
2025-06-16,0.0097,0.0002,0.0099
2025-06-17,-0.0088,0.0002,-0.0086
2025-06-18,0.0003,0.0002,0.0005
2025-06-20,-0.0022,0.0002,-0.002
2025-06-23,0.0093,0.0002,0.0095
2025-06-24,0.0117,0.0002,0.0119
2025-06-25,-0.0007,0.0002,-0.0005
2025-06-26,0.0088,0.0002,0.009000000000000001
2025-06-27,0.0046,0.0002,0.0048
2025-06-30,0.0049,0.0002,0.0050999999999999995
2025-07-01,-0.001,0.0002,-0.0008
2025-07-02,0.0056,0.0002,0.0058
2025-07-03,0.0088,0.0002,0.009000000000000001
2025-07-07,-0.0084,0.0002,-0.008199999999999999
2025-07-08,-0.0008,0.0002,-0.0006000000000000001
2025-07-09,0.0063,0.0002,0.0065
2025-07-10,0.0025,0.0002,0.0027
2025-07-11,-0.0044,0.0002,-0.004200000000000001
2025-07-14,0.0021,0.0002,0.0023
2025-07-15,-0.0052,0.0002,-0.005
2025-07-16,0.0038,0.0002,0.004
2025-07-17,0.0059,0.0002,0.0060999999999999995
2025-07-18,-0.0002,0.0002,0.0
2025-07-21,0.0005,0.0002,0.0007
2025-07-22,0.0008,0.0002,0.001
2025-07-23,0.0077,0.0002,0.0079
2025-07-24,-0.0003,0.0002,-9.999999999999996e-05
2025-07-25,0.004,0.0002,0.0042
2025-07-28,0.0004,0.0002,0.0006000000000000001
2025-07-29,-0.0037,0.0002,-0.0035
2025-07-30,-0.0011,0.0002,-0.0009000000000000001
2025-07-31,-0.0034,0.0002,-0.0031999999999999997
2025-08-01,-0.0174,0.0002,-0.0172
2025-08-04,0.0153,0.0002,0.0155
2025-08-05,-0.0042,0.0002,-0.004
2025-08-06,0.0071,0.0002,0.0073
2025-08-07,-0.0014,0.0002,-0.0012
2025-08-08,0.0069,0.0002,0.0070999999999999995
2025-08-11,-0.0024,0.0002,-0.0021999999999999997
2025-08-12,0.0125,0.0002,0.012700000000000001
2025-08-13,0.0039,0.0002,0.0040999999999999995
2025-08-14,-0.0009,0.0002,-0.0007
2025-08-15,-0.0028,0.0002,-0.0026
2025-08-18,0.0003,0.0002,0.0005
2025-08-19,-0.007,0.0002,-0.0068000000000000005
2025-08-20,-0.0028,0.0002,-0.0026
2025-08-21,-0.0038,0.0002,-0.0036
2025-08-22,0.017,0.0002,0.0172
2025-08-25,-0.0048,0.0002,-0.0046
2025-08-26,0.0043,0.0002,0.0045
2025-08-27,0.0024,0.0002,0.0026
2025-08-28,0.0035,0.0002,0.0037
2025-08-29,-0.0068,0.0002,-0.0066
2025-09-02,-0.0061,0.0002,-0.005900000000000001
2025-09-03,0.0044,0.0002,0.0046
2025-09-04,0.0087,0.0002,0.0089
2025-09-05,-0.0022,0.0002,-0.002
2025-09-08,0.0026,0.0002,0.0028
2025-09-09,0.0021,0.0002,0.0023
2025-09-10,0.0036,0.0002,0.0038
2025-09-11,0.0087,0.0002,0.0089
2025-09-12,-0.0016,0.0002,-0.0014
2025-09-15,0.0051,0.0002,0.0053
2025-09-16,-0.0009,0.0002,-0.0007
2025-09-17,-0.001,0.0002,-0.0008
2025-09-18,0.0061,0.0002,0.0063
2025-09-19,0.0038,0.0002,0.004
2025-09-22,0.0043,0.0002,0.0045
2025-09-23,-0.0061,0.0002,-0.005900000000000001
2025-09-24,-0.0034,0.0002,-0.0031999999999999997
2025-09-25,-0.0058,0.0002,-0.0056
2025-09-26,0.006,0.0002,0.0062
2025-09-29,0.0025,0.0002,0.0027
2025-09-30,0.0029,0.0002,0.0031
2025-10-01,0.0034,0.0002,0.0036
2025-10-02,0.001,0.0002,0.0012000000000000001
2025-10-03,0.0003,0.0002,0.0005
2025-10-06,0.0039,0.0002,0.0040999999999999995
2025-10-07,-0.0051,0.0002,-0.004900000000000001
2025-10-08,0.0066,0.0002,0.0068
2025-10-09,-0.0029,0.0002,-0.0026999999999999997
2025-10-10,-0.0278,0.0002,-0.0276
2025-10-13,0.0164,0.0002,0.0166
2025-10-14,-0.0006,0.0002,-0.00039999999999999996
2025-10-15,0.0042,0.0002,0.004399999999999999
2025-10-16,-0.0073,0.0002,-0.0071
2025-10-17,0.0038,0.0002,0.004
2025-10-20,0.011,0.0002,0.0112
2025-10-21,-0.0001,0.0002,0.0001
2025-10-22,-0.0067,0.0002,-0.006500000000000001
2025-10-23,0.0066,0.0002,0.0068
2025-10-24,0.0079,0.0002,0.008100000000000001
2025-10-27,0.0118,0.0002,0.012
2025-10-28,0.0018,0.0002,0.002
2025-10-29,-0.0009,0.0002,-0.0007
2025-10-30,-0.011,0.0002,-0.010799999999999999
2025-10-31,0.004,0.0002,0.0042
2025-11-03,0.0012,0.0002,0.0014
2025-11-04,-0.0126,0.0002,-0.0124
2025-11-05,0.0042,0.0002,0.004399999999999999
2025-11-06,-0.0121,0.0002,-0.011899999999999999
2025-11-07,0.0013,0.0002,0.0015
2025-11-10,0.0151,0.0002,0.015300000000000001
2025-11-11,0.0018,0.0002,0.002
2025-11-12,0.0003,0.0002,0.0005
2025-11-13,-0.0179,0.0002,-0.0177
2025-11-14,-0.0005,0.0002,-0.00030000000000000003
2025-11-17,-0.0103,0.0002,-0.0101
2025-11-18,-0.0076,0.0002,-0.0074
2025-11-19,0.0034,0.0002,0.0036
2025-11-20,-0.0158,0.0002,-0.015600000000000001
2025-11-21,0.0103,0.0002,0.0105
2025-11-24,0.0161,0.0002,0.0163
2025-11-25,0.0104,0.0002,0.0106
2025-11-26,0.0069,0.0002,0.0070999999999999995
2025-11-28,0.0054,0.0002,0.0056
2025-12-01,-0.0053,0.0002,-0.0051
2025-12-02,0.0021,0.0002,0.0023
2025-12-03,0.0044,0.0002,0.0046
2025-12-04,0.0014,0.0002,0.0016
2025-12-05,0.0018,0.0002,0.002
2025-12-08,-0.0037,0.0002,-0.0035
2025-12-09,-0.0007,0.0002,-0.0005
2025-12-10,0.0068,0.0002,0.006999999999999999
2025-12-11,0.0022,0.0002,0.0024000000000000002
2025-12-12,-0.0111,0.0002,-0.0109
2025-12-15,-0.0026,0.0002,-0.0024
2025-12-16,-0.0025,0.0002,-0.0023
2025-12-17,-0.0116,0.0002,-0.011399999999999999
2025-12-18,0.008,0.0002,0.0082
2025-12-19,0.009,0.0002,0.0092
2025-12-22,0.0069,0.0002,0.0070999999999999995
2025-12-23,0.0032,0.0002,0.0034000000000000002
2025-12-24,0.0029,0.0002,0.0031
2025-12-26,-0.0006,0.0002,-0.00039999999999999996
2025-12-29,-0.0041,0.0002,-0.0039000000000000003
2025-12-30,-0.002,0.0002,-0.0018
2025-12-31,-0.0076,0.0002,-0.0074
2026-01-02,0.0025,0.0002,0.0027
2026-01-05,0.0075,0.0002,0.007699999999999999
2026-01-06,0.0063,0.0002,0.0065
2026-01-07,-0.0031,0.0002,-0.0029
2026-01-08,0.0003,0.0002,0.0005
2026-01-09,0.0067,0.0002,0.0069
2026-01-12,0.0018,0.0002,0.002
2026-01-13,-0.0021,0.0002,-0.0018999999999999998
2026-01-14,-0.0051,0.0002,-0.004900000000000001
2026-01-15,0.0026,0.0002,0.0028
2026-01-16,-0.0012,0.0002,-0.0009999999999999998
2026-01-20,-0.0205,0.0002,-0.020300000000000002
2026-01-21,0.0119,0.0002,0.012100000000000001
2026-01-22,0.006,0.0002,0.0062
2026-01-23,-0.0013,0.0002,-0.0010999999999999998
2026-01-26,0.004,0.0002,0.0042
2026-01-27,0.0034,0.0002,0.0036
2026-01-28,-0.001,0.0002,-0.0008
2026-01-29,-0.0026,0.0002,-0.0024
2026-01-30,-0.0055,0.0002,-0.0053
2026-02-02,0.0054,0.0001,0.0055000000000000005
2026-02-03,-0.0077,0.0001,-0.0076
2026-02-04,-0.0056,0.0001,-0.0055
2026-02-05,-0.0133,0.0001,-0.0132
2026-02-06,0.0209,0.0001,0.020999999999999998
2026-02-09,0.0052,0.0001,0.0053
2026-02-10,-0.0036,0.0001,-0.0035
2026-02-11,-0.0012,0.0001,-0.0010999999999999998
2026-02-12,-0.0166,0.0001,-0.0165
2026-02-13,0.0015,0.0001,0.0016
2026-02-17,0.0001,0.0001,0.0002
2026-02-18,0.006,0.0001,0.0061
