group,measure,pre,post,chg,pct,t,p,n
Treated (tick-constrained),Dollar spread (cents),1.334666666666673,1.1922027290448383,-0.14246393762183474,-10.674121200437115,-3.624284696293733,0.0005288218609364671,75
Treated (tick-constrained),Relative spread (bps),3.547871702441205,3.5808315817875815,0.03295987934637644,0.9290042625751529,0.37791186626952095,0.7065779196816965,75
Control (wide),Dollar spread (cents),20.292561403508365,15.699162940029682,-4.593398463478679,-22.63587317609166,-4.598637979192142,1.7185591846109064e-05,75
Control (wide),Relative spread (bps),4.065624304420879,3.3598679724302096,-0.7057563319906698,-17.359113364784946,-4.6815273654831335,1.25994032462026e-05,75
