outcome,label,real,p_ri,perm_q025,perm_q975,nperm
rqs_bps_w,Relative spread (bps),0.7316366914040584,0.0,-0.370071323989152,0.35683947807419675,500
dqs_c_w,Dollar spread (cents),4.359842968241577,0.0,-1.9934663836396276,2.02499243624906,500
