ri_p_rqs,ri_p_dqs,ri_real_rqs,ri_q025_rqs,ri_q975_rqs,nd_price,n_treated_with_match,share_treated_with_match,controls_in_treated_range,med_treated_mid,halfcent_bps,mde_rqs
0.0,0.0,0.7316366914040584,-0.370071323989152,0.35683947807419675,-0.8059809391242325,41,0.5466666666666666,17,48.8975,1.0225471649879851,0.49060245290104215
