outcome,label,se,mde,pre_treated_mean,mde_pct_mean
rqs_bps_w,Relative spread (bps),0.1751160335670851,0.49060245290104215,3.5547447263013514,13.801341324768073
dqs_c_w,Dollar spread (cents),0.9536076244549794,2.6716128165587034,1.3342318059299256,200.23603130167157
espr_bps_w,Eff.-spread proxy (bps),0.3950414002009432,1.1067420611819596,6.464483652328554,17.120347435379514
