var,treated_mean,control_mean,diff,t
Relative quoted spread (bps),3.5547447263013514,4.067665102223955,-0.512920375922604,-4.381374248356519
Dollar quoted spread (cents),1.3342318059299256,20.311748998664477,-18.977517192734553,-19.368166541245188
ln(price),3.800348697901027,5.752447425834759,-1.9520987279337318,-68.64841395016956
ln($ volume),20.56122571741742,21.31234347438333,-0.7511177569659111,-26.32249918043403
ln(#trades),11.99084527040848,11.942730490872668,0.04811477953581189,1.039216726160926
