cov,mean_t,mean_c,norm_diff
Price (\$),57.52137904761905,447.7681046031747,-0.8059809391242325
ln price,3.7445084117450604,5.710719117358458,-2.422075040132478
Sept.\ return vol.,0.027716898592437776,0.026164890410123053,0.06334814480613919
ln dollar volume,20.651144237786653,21.42120913533353,-1.147372262907403
Rel.\ spread (screen),0.000354265384116328,0.0003243178998332822,0.1051306516548709
