ri_actual,ri_p,ri_perm_mean,ri_q025,ri_q975,altfe_ai_iy,altfe_ai_iy_t,altfe_rob_iy,altfe_rob_iy_t,mde_rob_emp,mde_rob_roa
0.05450522211976113,0.0,0.0013031990092825698,-0.022821840791297825,0.02380274870344235,0.035696542746351735,4.779074285875842,0.32230988905824776,4.01562200441662,2.3486573174462806,3.4818037783008005
