outcome,N,r2,ln_ai,ln_ai_t,ln_robbroad,ln_robbroad_t,size,size_t
ln(Employment),81832,0.5015832620526726,0.058101710757835906,7.815182640257602,-0.029070163262113865,-1.8795200808592982,0.6969649926686615,73.28124732837748
ln(Sales/Emp),79229,0.05049918910264828,-0.027661812581246108,-3.8083243701375302,-0.02540022768551234,-1.944737196286681,0.11218143678477462,9.846414068668114
ROA,83726,0.016870717776080735,-0.015187441342831,-4.121861087930589,0.012898964013610206,1.822727838103752,0.19303648281271224,14.008641660727365
Tobin's Q,83589,0.02577572002533257,-0.3024614972367657,-6.589579785827122,0.39366111896319206,5.06682350267634,-0.6751878317546807,-11.424945131858824
