state,company_raw,notice_date,n_employees,city,layoff_type,source
CA,Amazon,2024-04-25,85.0,,Closure Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,4.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,18.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,4.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,4.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,16.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,2.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,9.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,3.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,2.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,4.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,8.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,2.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,2.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,3.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,36.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,7.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,WellSpace Health,2024-04-25,2.0,,Layoff Permanent,ca_2023_24.pdf
CA,Walmart,2024-04-26,169.0,,Closure Permanent,ca_2023_24.pdf
CA,"AHMC San Gabriel Valley Medical Center LP dba San Gabriel
Valley Medical Center",2024-04-26,6.0,,Layoff Permanent,ca_2023_24.pdf
CA,"San Miguel Produce, Inc.",2024-04-26,127.0,,Closure Permanent,ca_2023_24.pdf
CA,Paramount Global,2024-04-26,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,"National Aerospace Solutions, LLC (NAS)",2024-04-26,60.0,,Layoff Permanent,ca_2023_24.pdf
CA,Ensemble Therapy,2024-04-29,48.0,,Layoff Permanent,ca_2023_24.pdf
CA,Elijah House Foundation,2024-04-29,38.0,,Layoff Permanent,ca_2023_24.pdf
CA,Elijah House Foundation,2024-04-29,42.0,,Layoff Permanent,ca_2023_24.pdf
CA,Elijah House Foundation,2024-04-29,18.0,,Layoff Permanent,ca_2023_24.pdf
CA,Bristol Myers Squibb,2024-04-29,114.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Pacific Biosciences of California, Inc.",2024-04-29,71.0,,Layoff Permanent,ca_2023_24.pdf
CA,California Communications Access Foundation,2024-04-29,15.0,,Layoff Permanent,ca_2023_24.pdf
CA,California Communications Access Foundation,2024-04-29,11.0,,Layoff Permanent,ca_2023_24.pdf
CA,California Communications Access Foundation,2024-04-29,10.0,,Layoff Permanent,ca_2023_24.pdf
CA,California Communications Access Foundation,2024-04-29,8.0,,Layoff Permanent,ca_2023_24.pdf
CA,California Communications Access Foundation,2024-04-29,9.0,,Layoff Permanent,ca_2023_24.pdf
CA,California Communications Access Foundation,2024-04-29,7.0,,Layoff Permanent,ca_2023_24.pdf
CA,California Communications Access Foundation,2024-04-29,7.0,,Layoff Permanent,ca_2023_24.pdf
CA,California Communications Access Foundation,2024-04-29,5.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Pacific Biosciences of California, Inc.",2024-04-29,108.0,,Closure Permanent,ca_2023_24.pdf
CA,California Communications Access Foundation,2024-04-29,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,California Communications Access Foundation,2024-04-29,2.0,,Layoff Permanent,ca_2023_24.pdf
CA,Google US-SFO-1MST,2024-04-29,6.0,,Layoff Permanent,ca_2023_24.pdf
CA,Google US-SFO-FERRY,2024-04-29,3.0,,Layoff Permanent,ca_2023_24.pdf
CA,Google US-SFO-FRE199,2024-04-29,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,Google US-SFO-FRE215,2024-04-29,14.0,,Layoff Permanent,ca_2023_24.pdf
CA,Google US-SFO-MKT1,2024-04-29,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,Google US-SFO-SPE,2024-04-29,26.0,,Layoff Permanent,ca_2023_24.pdf
CA,Google US-SFO-SPEAR121,2024-04-29,6.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Fisker Group, Inc.",2024-04-29,244.0,,Closure Permanent,ca_2023_24.pdf
CA,"Fisker Group, Inc.",2024-04-29,35.0,,Closure Permanent,ca_2023_24.pdf
CA,"Fisker Group, Inc.",2024-04-29,45.0,,Closure Permanent,ca_2023_24.pdf
CA,Wellpath,2024-04-29,47.0,,Closure Permanent,ca_2023_24.pdf
CA,Wellpath,2024-04-29,14.0,,Closure Permanent,ca_2023_24.pdf
CA,Wellpath,2024-04-29,13.0,,Closure Permanent,ca_2023_24.pdf
CA,Wellpath,2024-04-29,26.0,,Closure Permanent,ca_2023_24.pdf
CA,"Restorix Health, Inc.",2024-04-29,12.0,,Closure Permanent,ca_2024_25.pdf
CA,Rico Corp. dba D'Addario Woodwinds,2024-04-30,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Aaron Thomas Company, Inc.",2024-04-30,155.0,,Layoff Permanent,ca_2023_24.pdf
CA,Catholic Charities of Santa Clara County,2024-04-30,3.0,,Layoff Permanent,ca_2023_24.pdf
CA,Catholic Charities of Santa Clara County,2024-04-30,6.0,,Layoff Permanent,ca_2023_24.pdf
CA,Catholic Charities of Santa Clara County,2024-04-30,9.0,,Layoff Permanent,ca_2023_24.pdf
CA,Catholic Charities of Santa Clara County,2024-04-30,4.0,,Layoff Permanent,ca_2023_24.pdf
CA,Catholic Charities of Santa Clara County,2024-04-30,2.0,,Layoff Permanent,ca_2023_24.pdf
CA,Catholic Charities of Santa Clara County,2024-04-30,4.0,,Layoff Permanent,ca_2023_24.pdf
CA,Catholic Charities of Santa Clara County,2024-04-30,5.0,,Layoff Permanent,ca_2023_24.pdf
CA,Catholic Charities of Santa Clara County,2024-04-30,4.0,,Layoff Permanent,ca_2023_24.pdf
CA,Catholic Charities of Santa Clara County,2024-04-30,4.0,,Layoff Permanent,ca_2023_24.pdf
CA,Catholic Charities of Santa Clara County,2024-04-30,3.0,,Layoff Permanent,ca_2023_24.pdf
CA,Catholic Charities of Santa Clara County,2024-04-30,2.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Devine Holdings, LLC",2024-04-30,6.0,,"Layoff Not known at
this time",ca_2023_24.pdf
CA,"Devine Holdings, LLC",2024-04-30,39.0,,"Layoff Not known at
this time",ca_2023_24.pdf
CA,"TuSimple, Inc.",2024-04-30,3.0,,Layoff Permanent,ca_2023_24.pdf
CA,The Hain Celestial Group,2024-04-30,60.0,,Closure Permanent,ca_2023_24.pdf
CA,"Aaron Thomas Company, Inc.",2024-04-30,64.0,,Layoff Permanent,ca_2023_24.pdf
CA,City National Bank - Olympic Blvd.,2024-05-01,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,City National Bank - Flower St.,2024-05-01,14.0,,Layoff Permanent,ca_2023_24.pdf
CA,City National Bank - Grand Ave.,2024-05-01,23.0,,Layoff Permanent,ca_2023_24.pdf
CA,University of Southern California - Keck School of Medicine,2024-05-01,80.0,,Layoff Permanent,ca_2023_24.pdf
CA,"University of Southern California - Herman Ostrow School of
Dentistry",2024-05-01,5.0,,Layoff Permanent,ca_2023_24.pdf
CA,Coherent Corp.,2024-05-01,70.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Biological Dynamics, Inc.",2024-05-01,62.0,,Closure Permanent,ca_2023_24.pdf
CA,Cue Health Inc. Moda South,2024-05-01,84.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cue Health Inc. Moda North,2024-05-01,2.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cue Health Inc. Moda North II,2024-05-01,5.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cue Health Inc. Moda West,2024-05-01,4.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cue Health Inc. Nancy Ridge II,2024-05-01,7.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cue Health Inc. Waples,2024-05-01,64.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cue Health Inc. Vista,2024-05-01,15.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cue Health Inc. Vista II,2024-05-01,8.0,,Layoff Permanent,ca_2023_24.pdf
CA,Golden Gate University,2024-05-01,5.0,,Layoff Permanent,ca_2023_24.pdf
CA,Pro Youth,2024-05-01,247.0,,Layoff Permanent,ca_2023_24.pdf
CA,PT Solutions at Adventist Health Bakersfield,2024-05-02,41.0,,Closure Permanent,ca_2023_24.pdf
CA,PT Solutions at Adventist Health Delano,2024-05-02,4.0,,Closure Permanent,ca_2023_24.pdf
CA,PT Solutions at Adventist Health Tehachapi Valley,2024-05-02,5.0,,Closure Permanent,ca_2023_24.pdf
CA,"GXO Logistics Supply Chain, Inc",2024-05-03,76.0,,Layoff Permanent,ca_2023_24.pdf
CA,"William Kreysler & Associates, Inc.",2024-05-03,2.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Herbalife International of America, Inc.",2024-05-06,25.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Herbalife International of America, Inc.",2024-05-06,70.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Herbalife International of America, Inc.",2024-05-06,40.0,,Layoff Permanent,ca_2023_24.pdf
CA,Motional AD Inc.,2024-05-07,52.0,,Layoff Permanent,ca_2023_24.pdf
CA,Motional AD Inc.,2024-05-07,41.0,,Layoff Permanent,ca_2023_24.pdf
CA,Wayfinder Family Services,2024-05-08,9.0,,Closure Permanent,ca_2023_24.pdf
CA,Wayfinder Family Services,2024-05-08,13.0,,Closure Permanent,ca_2023_24.pdf
CA,Wayfinder Family Services,2024-05-08,6.0,,Closure Permanent,ca_2023_24.pdf
CA,Wayfinder Family Services,2024-05-08,7.0,,Closure Permanent,ca_2023_24.pdf
CA,Wayfinder Family Services,2024-05-08,9.0,,Closure Permanent,ca_2023_24.pdf
CA,Dennis Dillon RV,2024-05-08,67.0,,Closure Permanent,ca_2023_24.pdf
CA,"Takeda Development Centers America, Inc.",2024-05-09,324.0,,Closure Permanent,ca_2023_24.pdf
CA,"William Kreysler & Associates, Inc.",2024-05-10,2.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Tesla, Inc.",2024-05-13,164.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Tesla, Inc.",2024-05-13,65.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Tesla, Inc.",2024-05-13,53.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Tesla, Inc.",2024-05-13,52.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Tesla, Inc.",2024-05-13,149.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Tesla, Inc.",2024-05-13,118.0,,Layoff Permanent,ca_2023_24.pdf
CA,"American Eagle Outfitters, Inc.",2024-05-13,52.0,,Closure Permanent,ca_2023_24.pdf
CA,"Knox Attorney Service, Inc.",2024-05-13,2.0,,Closure Permanent,ca_2023_24.pdf
CA,Laboratory Corporation of America Holdings,2024-05-13,81.0,,Closure Permanent,ca_2023_24.pdf
CA,Indeed Inc.,2024-05-13,87.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Tropitone Furniture Company, Inc.",2024-05-13,117.0,,Closure Permanent,ca_2023_24.pdf
CA,"Sensei Wellness Holdings, Inc dba Sensei Porcupine Creek",2024-05-13,78.0,,Layoff Temporary,ca_2023_24.pdf
CA,BioMarin Pharmaceutical Inc.,2024-05-14,57.0,,Layoff Permanent,ca_2023_24.pdf
CA,BioMarin Pharmaceutical Inc.,2024-05-14,71.0,,Layoff Permanent,ca_2023_24.pdf
CA,BioMarin Pharmaceutical Inc.,2024-05-14,3.0,,Layoff Permanent,ca_2023_24.pdf
CA,BioMarin Pharmaceutical Inc.,2024-05-14,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Bolt Biotherapeutics, Inc.",2024-05-14,38.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Ryder Integrated Logistics, Inc.",2024-05-14,9.0,,Closure Permanent,ca_2023_24.pdf
CA,"Ryder Integrated Logistics, Inc.",2024-05-14,148.0,,Closure Permanent,ca_2023_24.pdf
CA,Amazon,2024-05-14,390.0,,Layoff Permanent,ca_2023_24.pdf
CA,Texas de Brazil Corporation,2024-05-15,30.0,,Closure Permanent,ca_2023_24.pdf
CA,First Student,2024-05-15,201.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Tropicale Foods, LLC, aka PLM Operations, LLC",2024-05-15,168.0,,Closure Permanent,ca_2023_24.pdf
CA,Alto Pharmacy LLC,2024-05-16,82.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Fresenius USA, Inc.",2024-05-16,123.0,,Closure Permanent,ca_2023_24.pdf
CA,"Fresenius USA, Inc.",2024-05-16,118.0,,Closure Permanent,ca_2023_24.pdf
CA,"Fresenius USA, Inc.",2024-05-16,14.0,,Closure Permanent,ca_2023_24.pdf
CA,"Fresenius USA, Inc.",2024-05-16,42.0,,Closure Permanent,ca_2023_24.pdf
CA,"Fresenius USA, Inc.",2024-05-16,6.0,,Closure Permanent,ca_2023_24.pdf
CA,"Fresenius USA, Inc.",2024-05-16,6.0,,Closure Permanent,ca_2023_24.pdf
CA,Scweitzer Clubhouse,2024-05-16,15.0,,Layoff Permanent,ca_2023_24.pdf
CA,Salk Clubhouse,2024-05-16,12.0,,Layoff Permanent,ca_2023_24.pdf
CA,Marshall Clubhouse,2024-05-16,16.0,,Layoff Permanent,ca_2023_24.pdf
CA,Walter Clubhouse,2024-05-16,7.0,,Layoff Permanent,ca_2023_24.pdf
CA,Low Clubhouse,2024-05-16,14.0,,Layoff Permanent,ca_2023_24.pdf
CA,Baden-Powell Clubhouse,2024-05-16,11.0,,Layoff Permanent,ca_2023_24.pdf
CA,Maxwell Clubhouse,2024-05-16,11.0,,Layoff Permanent,ca_2023_24.pdf
CA,Pyles Clubhouse,2024-05-16,7.0,,Layoff Permanent,ca_2023_24.pdf
CA,Disney Clubhouse,2024-05-16,5.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Chedraui USA, Inc. dba El Super Distribution Center",2024-05-17,61.0,,Layoff Permanent,ca_2023_24.pdf
CA,"William Kreysler & Associates, Inc.",2024-05-17,3.0,,Layoff Permanent,ca_2023_24.pdf
CA,Walmart,2024-05-17,250.0,,Layoff Permanent,ca_2023_24.pdf
CA,Walmart,2024-05-17,11.0,,Layoff Permanent,ca_2023_24.pdf
CA,Walmart,2024-05-17,34.0,,Layoff Permanent,ca_2023_24.pdf
CA,Walmart,2024-05-17,30.0,,Layoff Permanent,ca_2023_24.pdf
CA,Walmart,2024-05-17,7.0,,Layoff Permanent,ca_2023_24.pdf
CA,Walmart,2024-05-17,16.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Herbalife International of America, Inc.",2024-05-20,27.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Herbalife International of America, Inc.",2024-05-20,76.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Herbalife International of America, Inc.",2024-05-20,53.0,,Layoff Permanent,ca_2023_24.pdf
CA,Superior Grocers,2024-05-20,62.0,,Closure Permanent,ca_2023_24.pdf
CA,Cue Health Inc.,2024-05-20,26.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cue Health Inc.,2024-05-20,10.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cue Health Inc.,2024-05-20,15.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cue Health Inc.,2024-05-20,11.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cue Health Inc.,2024-05-20,10.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cue Health Inc.,2024-05-20,101.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cue Health Inc.,2024-05-20,25.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cue Health Inc.,2024-05-20,2.0,,Layoff Permanent,ca_2023_24.pdf
CA,Pixar,2024-05-21,181.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Phoenix Labs USA Operations, Inc. aka Phoenix Labs (Foster
City)",2024-05-22,162.0,,Layoff Permanent,ca_2023_24.pdf
CA,The Sun Valley Group,2024-05-22,116.0,,Layoff Permanent,ca_2023_24.pdf
CA,The Sun Valley Group,2024-05-22,38.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Watermark Services IV, LLC",2024-05-23,52.0,,Layoff Permanent,ca_2023_24.pdf
CA,Adventist Health Simi Valley,2024-05-23,3.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Shadow Holdings, LLC dba Bright Innovation Labs",2024-05-24,7.0,,Closure Permanent,ca_2023_24.pdf
CA,TikTok Inc.,2024-05-24,58.0,,Layoff Permanent,ca_2023_24.pdf
CA,ITC Federal,2024-05-24,88.0,,Layoff Permanent,ca_2023_24.pdf
CA,"BEN Group, Inc.",2024-05-24,72.0,,Layoff Permanent,ca_2023_24.pdf
CA,"BEN Group, Inc.",2024-05-24,4.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Lucid USA, Inc.",2024-05-24,256.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Commute is Great Logistics, LLC",2024-05-27,96.0,,Closure Permanent,ca_2023_24.pdf
CA,"VSP Optical Group, Inc.",2024-05-28,57.0,,Layoff Permanent,ca_2023_24.pdf
CA,"CHEP Services, LLC",2024-05-28,162.0,,Closure Permanent,ca_2023_24.pdf
CA,"Alteryx, Inc.",2024-05-29,76.0,,Layoff Permanent,ca_2023_24.pdf
CA,"CHEP Services, LLC",2024-05-29,83.0,,Closure Permanent,ca_2023_24.pdf
CA,"Monarch Litho, Inc.",2024-05-29,117.0,,Closure Permanent,ca_2023_24.pdf
CA,Union Pacific,2024-05-30,15.0,,Closure Permanent,ca_2023_24.pdf
CA,Rico Corp. dba D'Addario Woodwinds,2024-05-31,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,"TuSimple, Inc.",2024-05-31,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,Golden Gate University,2024-05-31,11.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Ruiz Food Products, Inc.",2024-05-31,215.0,,Closure Permanent,ca_2023_24.pdf
CA,"Western Power Sports, LLC",2024-05-31,28.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Gehr Industries, Inc.",2024-05-31,21.0,,Layoff Permanent,ca_2023_24.pdf
CA,"OTS Solutions, LLC dba On Time Staffing",2024-05-31,3.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Success Valley Farms, LLC",2024-05-31,200.0,,Closure Permanent,ca_2023_24.pdf
CA,"Herbalife International of America, Inc.",2024-06-03,28.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Herbalife International of America, Inc",2024-06-03,76.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Herbalife International of America, Inc.",2024-06-03,57.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Mathy Machine, Inc.",2024-06-03,13.0,,Closure Permanent,ca_2023_24.pdf
CA,La Petite Baleen Inc.,2024-06-03,77.0,,Closure Temporary,ca_2023_24.pdf
CA,"Hybrid Promotions, LLC dba Hybrid Apparel",2024-06-04,6.0,,Closure Permanent,ca_2023_24.pdf
CA,EMCORE Corporation - Raymond,2024-06-04,26.0,,Closure Permanent,ca_2023_24.pdf
CA,EMCORE Corporation,2024-06-04,25.0,,Closure Permanent,ca_2023_24.pdf
CA,Cargill Meat Solutions Corporation,2024-06-05,141.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cargill Meat Solutions Corporation,2024-06-05,17.0,,Layoff Permanent,ca_2023_24.pdf
CA,North American Specialties Laminations LLC,2024-06-05,10.0,,Closure Permanent,ca_2023_24.pdf
CA,"Commerce Distribution Company, LLC",2024-06-06,57.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Commerce Distribution Company, LLC",2024-06-06,89.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cargill Meat Solutions Corporation,2024-06-07,20.0,,Layoff Permanent,ca_2023_24.pdf
CA,Amazon,2024-06-07,54.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Agilent Technologies, Inc.",2024-06-07,4.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Agilent Technologies, Inc.",2024-06-07,11.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Agilent Technologies, Inc.",2024-06-07,6.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Agilent Technologies, Inc.",2024-06-07,4.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Agilent Technologies, Inc.",2024-06-07,3.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Agilent Technologies, Inc.",2024-06-07,156.0,,Layoff Permanent,ca_2023_24.pdf
CA,Beacon Logistics,2024-06-10,91.0,,Closure Permanent,ca_2023_24.pdf
CA,Coach USA,2024-06-10,59.0,,Closure Permanent,ca_2023_24.pdf
CA,Ryder,2024-06-11,10.0,,Layoff Permanent,ca_2023_24.pdf
CA,"SINO Television, Inc.",2024-06-11,6.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Pixelogic Media Partners, LLC",2024-06-11,91.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Pixelogic Media Partners, LLC",2024-06-11,11.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Zones, LLC",2024-06-12,3.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Del Monte Capitol Meat Company, LLC dba Allen Brothers
West Coast",2024-06-12,63.0,,Closure Permanent,ca_2023_24.pdf
CA,"Del Monte Capitol Meat Company, LLC dba Allen Brothers
West Coast",2024-06-12,5.0,,Closure Permanent,ca_2023_24.pdf
CA,Charter Communications Customer Contact Center,2024-06-12,430.0,,Closure Permanent,ca_2023_24.pdf
CA,UPS,2024-06-12,153.0,,Layoff Permanent,ca_2023_24.pdf
CA,Thought Stream dba Bluescape,2024-06-12,35.0,,Closure Permanent,ca_2023_24.pdf
CA,Cushman & Wakefield U.S. Inc.,2024-06-13,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cushman & Wakefield U.S. Inc.,2024-06-13,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cushman & Wakefield U.S. Inc.,2024-06-13,22.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cushman & Wakefield U.S. Inc.,2024-06-13,51.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cushman & Wakefield U.S. Inc.,2024-06-13,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Western Power Sports, LLC",2024-06-14,2.0,,Layoff Permanent,ca_2023_24.pdf
CA,Golden Gate University,2024-06-14,1.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Shadow Holdings, LLC dba Bright Innovation Labs",2024-06-14,3.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Herbalife International of America, Inc.",2024-06-17,29.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Herbalife International of America, Inc.",2024-06-17,78.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Herbalife International of America, Inc.",2024-06-17,56.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Ginkgo Bioworks, Inc.",2024-06-17,4.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Ginkgo Bioworks, Inc.",2024-06-17,30.0,,Layoff Permanent,ca_2023_24.pdf
CA,"OTS Solutions, LLC dba On Time Staffing",2024-06-17,6.0,,Layoff Permanent,ca_2023_24.pdf
CA,WestRock,2024-06-19,77.0,,Closure Permanent,ca_2023_24.pdf
CA,"Astellas Gene Therapies, Inc.",2024-06-19,10.0,,Layoff Permanent,ca_2023_24.pdf
CA,"ARTHA Wellness Weho, LLC",2024-06-20,40.0,,Closure Permanent,ca_2023_24.pdf
CA,California Institute of Technology,2024-06-20,54.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Aveanna Healthcare, LLC",2024-06-20,1.0,,Closure Permanent,ca_2023_24.pdf
CA,"Aveanna Healtcare, LLC",2024-06-20,3.0,,Closure Permanent,ca_2023_24.pdf
CA,CI Office,2024-06-20,12.0,,Layoff Temporary,ca_2023_24.pdf
CA,CI Manufacturing Facility,2024-06-20,153.0,,Layoff Temporary,ca_2023_24.pdf
CA,Moxion Power Co.,2024-06-21,101.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Trego/Dugan Aviation of Grand Island, Inc.",2024-06-21,6.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Trego/Dugan Aviation of Grand Island, Inc.",2024-06-21,10.0,,Layoff Permanent,ca_2023_24.pdf
CA,Hilton Oakland Airport Hotel,2024-06-21,152.0,,Closure Permanent,ca_2023_24.pdf
CA,J. R. Simplot Company,2024-06-21,108.0,,Layoff Permanent,ca_2023_24.pdf
CA,ITC Federal,2024-06-24,44.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Ginkgo Bioworks, Inc. - Suite 401",2024-06-24,10.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Ginkgo Bioworks, Inc.",2024-06-24,3.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Lacework, Inc.",2024-06-24,180.0,,Layoff Permanent,ca_2023_24.pdf
CA,Corteva Agriscience,2024-06-25,4.0,,Layoff Permanent,ca_2023_24.pdf
CA,Corteva Agriscience,2024-06-25,2.0,,Layoff Permanent,ca_2023_24.pdf
CA,AT&T - 5001,2024-06-25,19.0,,Layoff Permanent,ca_2023_24.pdf
CA,AT&T - 5005,2024-06-25,37.0,,Layoff Permanent,ca_2023_24.pdf
CA,"DexCom, Inc.",2024-06-25,535.0,,Layoff Permanent,ca_2023_24.pdf
CA,Planet Labs PBC,2024-06-26,98.0,,Layoff Permanent,ca_2023_24.pdf
CA,Lockheed Martin Space,2024-06-27,68.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Motorcar Parts of America, Inc.",2024-06-27,94.0,,Layoff Permanent,ca_2024_25.pdf
CA,Kohana Coffee Company,2024-06-28,51.0,,Closure Permanent,ca_2023_24.pdf
CA,Firebaugh Facility of Olam Americas,2024-06-28,275.0,,Closure Permanent,ca_2023_24.pdf
CA,"Circus Dog Productions, Inc.",2024-06-28,36.0,,Layoff Permanent,ca_2024_25.pdf
CA,"Delta Apparel, Inc.",2024-06-30,5.0,,Closure Permanent,ca_2024_25.pdf
CA,Lockheed Martin,2024-07-01,57.0,,Layoff Permanent,ca_2024_25.pdf
CA,Henry Avocado Corporation,2024-07-01,8.0,,Closure Permanent,ca_2024_25.pdf
CA,Henry Avocado Corporation,2024-07-01,19.0,,Closure Permanent,ca_2024_25.pdf
CA,Western Specialty Contractors,2024-07-01,8.0,,Closure Permanent,ca_2024_25.pdf
CA,Cargill Meat Solutions Corporation,2024-07-02,20.0,,Layoff Permanent,ca_2024_25.pdf
CA,"Constellation Brands, Inc.",2024-07-02,6.0,,Closure Permanent,ca_2024_25.pdf
CA,"Refratechnik North America, Inc.",2024-07-02,8.0,,Closure Permanent,ca_2024_25.pdf
CA,"F&E Aircraft Maintenance dba FEAM Aero, LLC",2024-07-03,26.0,,Layoff Permanent,ca_2024_25.pdf
