state,company_raw,notice_date,n_employees,city,layoff_type,source
CA,Ademco Inc.,2023-04-10,72.0,,Closure Permanent,ca_2022_23.pdf
CA,"Herbalife International of America, Inc.",2023-04-10,12.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Herbalife International of America, Inc.",2023-04-10,26.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Herbalife International of America, Inc.",2023-04-10,41.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cepheid,2023-04-11,46.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cepheid,2023-04-11,222.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cepheid,2023-04-11,6.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cepheid,2023-04-11,343.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cepheid,2023-04-11,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cepheid,2023-04-11,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cepheid,2023-04-11,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cepheid,2023-04-11,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cepheid,2023-04-11,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cepheid,2023-04-11,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cepheid,2023-04-11,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cepheid,2023-04-11,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cepheid,2023-04-11,58.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cepheid,2023-04-11,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cepheid,2023-04-11,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cepheid,2023-04-11,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Thermo Fisher Scientific,2023-04-11,29.0,,Layoff Permanent,ca_2022_23.pdf
CA,Thermo Fisher Scientific,2023-04-11,52.0,,Layoff Permanent,ca_2022_23.pdf
CA,Thermo Fisher Scientific,2023-04-11,137.0,,Layoff Permanent,ca_2022_23.pdf
CA,Safeway,2023-04-12,65.0,,Closure Permanent,ca_2022_23.pdf
CA,"Emerald Cloud Lab, Inc.",2023-04-14,30.0,,Closure Permanent,ca_2022_23.pdf
CA,Intel Corporation,2023-04-14,62.0,,Layoff Permanent,ca_2022_23.pdf
CA,Alto Systems,2023-04-14,4.0,,Layoff Permanent,ca_2022_23.pdf
CA,TeamOne,2023-04-14,174.0,,Closure Permanent,ca_2022_23.pdf
CA,Sacramento Self Help Housing,2023-04-14,168.0,,Closure Permanent,ca_2022_23.pdf
CA,Intel Corporation,2023-04-14,57.0,,Layoff Permanent,ca_2022_23.pdf
CA,Nektar Therapeutics,2023-04-17,72.0,,Layoff Permanent,ca_2022_23.pdf
CA,Wells Fargo,2023-04-18,39.0,,Layoff Permanent,ca_2022_23.pdf
CA,Wells Fargo,2023-04-18,8.0,,Layoff Permanent,ca_2022_23.pdf
CA,Wells Fargo,2023-04-18,2.0,,Layoff Permanent,ca_2022_23.pdf
CA,Wells Fargo,2023-04-18,3.0,,Layoff Permanent,ca_2022_23.pdf
CA,Entekra LLC,2023-04-18,111.0,,Closure Permanent,ca_2022_23.pdf
CA,Entekra LLC,2023-04-18,27.0,,Closure Permanent,ca_2022_23.pdf
CA,Electronic Arts Inc.,2023-04-19,65.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cedars-Sinai Medical Center,2023-04-20,124.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cedars-Sinai Medical Center,2023-04-20,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cedars-Sinai Medical Center,2023-04-20,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cedars-Sinai Medical Center,2023-04-20,3.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cedars-Sinai Medical Center,2023-04-20,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cedars-Sinai Medical Center,2023-04-20,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cedars-Sinai Medical Center,2023-04-20,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cedars-Sinai Medical Center,2023-04-20,2.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cedars-Sinai Medical Center,2023-04-20,2.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cedars-Sinai Medical Center,2023-04-20,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cedars-Sinai Medical Center,2023-04-20,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cedars-Sinai Medical Center,2023-04-20,3.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cedars-Sinai Medical Center,2023-04-20,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cedars-Sinai Medical Center,2023-04-20,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cedars-Sinai Medical Center,2023-04-20,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cedars-Sinai Medical Center,2023-04-20,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Accenture,2023-04-20,148.0,,Layoff Permanent,ca_2022_23.pdf
CA,Zymergen Inc,2023-04-21,27.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Barton Brands of California, Inc.",2023-04-21,50.0,,Closure Permanent,ca_2022_23.pdf
CA,Wetmore Tool and Engineering Company,2023-04-24,102.0,,Closure Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,44.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,27.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,40.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,41.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,2.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,18.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,34.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,26.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,12.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,41.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,3.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,4.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,3.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,3.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,6.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,39.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,57.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,70.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,79.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,25.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,114.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,91.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,118.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,30.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,32.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,15.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,57.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,35.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,42.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,53.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,63.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,17.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,119.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,127.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Meta Platforms, Inc.",2023-04-24,19.0,,Layoff Permanent,ca_2022_23.pdf
CA,Bed Bath & Beyond Store 0020,2023-04-24,52.0,,Closure Permanent,ca_2022_23.pdf
CA,Bed Bath & Beyond Store #0031,2023-04-24,48.0,,Closure Permanent,ca_2022_23.pdf
CA,Waste Management,2023-04-25,78.0,,Layoff Permanent,ca_2022_23.pdf
CA,"CJ Logistics America, LLC",2023-04-25,92.0,,Closure Permanent,ca_2022_23.pdf
CA,"Jenny Craig (JC) USA, Inc.",2023-04-25,146.0,,Closure Permanent,ca_2022_23.pdf
CA,"CJ Logistics America, LLC",2023-04-25,48.0,,Closure Permanent,ca_2022_23.pdf
CA,Alstom Mass Transit Corp.,2023-04-25,50.0,,Layoff Permanent,ca_2022_23.pdf
CA,Alstom Mass Transit Corp.,2023-04-25,10.0,,Layoff Permanent,ca_2022_23.pdf
CA,Alstom Mass Transit Corp.,2023-04-25,31.0,,Layoff Permanent,ca_2022_23.pdf
CA,"David's Bridal, LLC",2023-04-25,38.0,,Layoff Permanent,ca_2022_23.pdf
CA,"David&rsquo;s Bridal, LLC",2023-04-25,29.0,,Layoff Permanent,ca_2023_24.pdf
CA,"David&rsquo;s Bridal, LLC",2023-04-25,31.0,,Layoff Permanent,ca_2023_24.pdf
CA,"David&rsquo;s Bridal, LLC",2023-04-25,47.0,,Layoff Permanent,ca_2023_24.pdf
CA,"David&rsquo;s Bridal, LLC",2023-04-25,29.0,,Layoff Permanent,ca_2023_24.pdf
CA,"David&rsquo;s Bridal, LLC",2023-04-25,35.0,,Layoff Permanent,ca_2023_24.pdf
CA,"David&rsquo;s Bridal, LLC",2023-04-25,35.0,,Layoff Permanent,ca_2023_24.pdf
CA,"David&rsquo;s Bridal, LLC",2023-04-25,27.0,,Layoff Permanent,ca_2023_24.pdf
CA,"David's Bridal, LLC",2023-04-25,18.0,,Layoff Permanent,ca_2023_24.pdf
CA,"David's Bridal, LLC",2023-04-25,27.0,,Layoff Permanent,ca_2023_24.pdf
CA,"David's Bridal, LLC",2023-04-25,34.0,,Layoff Permanent,ca_2023_24.pdf
CA,"David's Bridal, LLC",2023-04-25,46.0,,Layoff Permanent,ca_2023_24.pdf
CA,"David&rsquo;s Bridal, LLC",2023-04-25,38.0,,Layoff Permanent,ca_2023_24.pdf
CA,"David's Bridal, LLC",2023-04-25,40.0,,Layoff Permanent,ca_2023_24.pdf
CA,Beverly Hospital,2023-04-26,54.0,,Closure Temporary,ca_2022_23.pdf
CA,Beverly Hospital,2023-04-26,5.0,,Closure Permanent,ca_2022_23.pdf
CA,Beverly Hospital,2023-04-26,9.0,,Closure Permanent,ca_2022_23.pdf
CA,Unical Aviation LLC,2023-04-26,155.0,,Closure Permanent,ca_2022_23.pdf
CA,"Sangamo Therapeutics, Inc.",2023-04-26,30.0,,Layoff Permanent,ca_2022_23.pdf
CA,Sangamo Therapeutics,2023-04-26,25.0,,Layoff Permanent,ca_2022_23.pdf
CA,Sangamo Therapeutics Suite 130,2023-04-26,2.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cal Poly Corporation,2023-04-26,149.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Telesis Technologies, Inc.",2023-04-26,3.0,,Closure Permanent,ca_2022_23.pdf
CA,"Alteryx, Inc.",2023-04-27,65.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Dropbox, Inc.",2023-04-27,182.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Lyft, Inc.",2023-04-27,383.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cushman & Wakefield U.S. Inc.,2023-04-27,2.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cushman & Wakefield U.S. Inc. - Marine Way,2023-04-27,594.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cushman & Wakefield U.S. Inc.,2023-04-27,133.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cushman & Wakefield U.S. Inc.,2023-04-27,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cushman & Wakefield U.S. Inc.,2023-04-27,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cushman & Wakefield U.S. Inc. - Virtual,2023-04-27,2.0,,Layoff Permanent,ca_2022_23.pdf
CA,Inova Labs (Aria),2023-04-27,37.0,,Closure Permanent,ca_2022_23.pdf
CA,"Urovant Sciences, Inc.",2023-04-27,22.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Gap, Inc.",2023-04-27,37.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Gap, Inc.",2023-04-27,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Gap, Inc.",2023-04-27,84.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Gap, Inc.",2023-04-27,569.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Gap, Inc.",2023-04-27,79.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Gap, Inc.",2023-04-27,15.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Kern Vineyards, Inc.",2023-04-27,125.0,,Layoff Permanent,ca_2022_23.pdf
CA,Winzer Corporation,2023-04-28,3.0,,Closure Permanent,ca_2022_23.pdf
CA,Cue Health Inc.,2023-04-28,95.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cue Health Inc.,2023-04-28,10.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cue Health Inc.,2023-04-28,9.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cue Health Inc.,2023-04-28,4.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cue Health Inc.,2023-04-28,8.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cue Health Inc.,2023-04-28,6.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cue Health Inc.,2023-04-28,62.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cue Health Inc.,2023-04-28,133.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cue Health Inc.,2023-04-28,2.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Makita U.S.A., Inc",2023-04-28,6.0,,Closure Permanent,ca_2022_23.pdf
CA,"Makita U.S.A., Inc",2023-04-28,89.0,,Layoff Permanent,ca_2022_23.pdf
CA,"MV Transportation, Inc.",2023-04-28,31.0,,Layoff Permanent,ca_2022_23.pdf
CA,Summit Public Schools,2023-04-28,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Summit Public Schools,2023-04-28,4.0,,Layoff Permanent,ca_2022_23.pdf
CA,Summit Public Schools,2023-04-28,29.0,,Layoff Permanent,ca_2022_23.pdf
CA,Summit Public Schools,2023-04-28,3.0,,Layoff Permanent,ca_2022_23.pdf
CA,Summit Public Schools,2023-04-28,2.0,,Layoff Permanent,ca_2022_23.pdf
CA,Summit Public Schools,2023-04-28,20.0,,Layoff Permanent,ca_2022_23.pdf
CA,Summit Public Schools,2023-04-28,20.0,,Layoff Permanent,ca_2022_23.pdf
CA,Cotton On La Mirada Distribution Center,2023-04-28,88.0,,Closure Permanent,ca_2023_24.pdf
CA,Schneider Electric,2023-05-01,43.0,,Closure Permanent,ca_2022_23.pdf
CA,Rubin Postaer and Associates (RPA),2023-05-01,62.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Cala Health, Inc.",2023-05-01,107.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Gordian Medical, Inc. dba Restorix Health",2023-05-01,12.0,,Closure Permanent,ca_2022_23.pdf
CA,"CoStar Group, Inc.",2023-05-01,4.0,,Layoff Permanent,ca_2022_23.pdf
CA,"AppFolio, Inc.",2023-05-01,62.0,,Layoff Permanent,ca_2022_23.pdf
CA,National Express dba Durham School Services,2023-05-01,401.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Takeda Development Centers America, Inc.",2023-05-01,27.0,,Closure Permanent,ca_2022_23.pdf
CA,Swift Beef Company,2023-05-01,161.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Enrollease, Inc. and its affiliated entity Employee
Navigator, LLC",2023-05-01,25.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Healthcare Staffing Professionals, Inc.",2023-05-01,434.0,,Layoff Permanent,ca_2022_23.pdf
CA,Orchid Orthopedic Solutions,2023-05-02,76.0,,Closure Permanent,ca_2022_23.pdf
CA,"Hyperloop Technologies, Inc. dba Hyperloop One",2023-05-02,15.0,,Layoff Permanent,ca_2022_23.pdf
CA,Nordstrom,2023-05-02,333.0,,Closure Permanent,ca_2022_23.pdf
CA,Nordstrom,2023-05-02,46.0,,Closure Permanent,ca_2022_23.pdf
CA,"Patriot Transport, Inc.",2023-05-02,7.0,,Closure Permanent,ca_2022_23.pdf
CA,Pitney Bowes Inc.,2023-05-02,31.0,,Closure Permanent,ca_2022_23.pdf
CA,Wells Fargo,2023-05-02,8.0,,Layoff Permanent,ca_2022_23.pdf
CA,Wells Fargo,2023-05-02,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Wells Fargo,2023-05-02,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Suncrest Nurseries,2023-05-02,82.0,,Closure Permanent,ca_2022_23.pdf
CA,"Ground Services International Incorporated, dba dnata",2023-05-02,89.0,,Layoff Permanent,ca_2022_23.pdf
CA,Dreyer's Grand Ice Cream,2023-05-03,306.0,,Layoff Temporary,ca_2022_23.pdf
CA,Dreyer's Grand Ice Cream,2023-05-03,,,Layoff Temporary,ca_2022_23.pdf
CA,"PUMP, LLC dba PUMP Restaurant",2023-05-03,59.0,,Closure Permanent,ca_2022_23.pdf
CA,Unity Technologies,2023-05-03,50.0,,Layoff Permanent,ca_2022_23.pdf
CA,Flex Ltd.,2023-05-04,31.0,,Layoff Permanent,ca_2022_23.pdf
CA,Twist Bioscience Corporation,2023-05-04,197.0,,Layoff Permanent,ca_2022_23.pdf
CA,Twist Bioscience Corporation,2023-05-04,10.0,,Layoff Permanent,ca_2022_23.pdf
CA,Twist Bioscience Corporation,2023-05-04,5.0,,Layoff Permanent,ca_2022_23.pdf
CA,Urban Kitchen Group,2023-05-05,17.0,,Layoff Permanent,ca_2022_23.pdf
CA,Hallcon Commuter Services,2023-05-09,63.0,,Layoff Permanent,ca_2022_23.pdf
CA,BrassCraft Manufacturing Company,2023-05-09,137.0,,Closure Permanent,ca_2022_23.pdf
CA,"Customized Distribution Services, Inc. - Layoff 1",2023-05-10,8.0,,Closure Permanent,ca_2022_23.pdf
CA,"Customized Distribution Services, Inc. - Layoff 2",2023-05-10,13.0,,Closure Permanent,ca_2022_23.pdf
CA,"Customized Distribution Services, Inc. - Layoff 3",2023-05-10,26.0,,Closure Permanent,ca_2022_23.pdf
CA,"Customized Distribution Services, Inc. - Layoff 4",2023-05-10,7.0,,Closure Permanent,ca_2022_23.pdf
CA,"Johnson Matthey Medical Device Components LLC -
Phase 1",2023-05-11,23.0,,Closure Permanent,ca_2022_23.pdf
CA,"Johnson Matthey Medical Device Components LLC -
Phase 2",2023-05-11,38.0,,Closure Permanent,ca_2022_23.pdf
CA,"Johnson Matthey Medical Device Components LLC -
Phase 3",2023-05-11,4.0,,Closure Permanent,ca_2022_23.pdf
CA,Cummins Meritor,2023-05-11,36.0,,Layoff Permanent,ca_2022_23.pdf
CA,Coherent Corp.,2023-05-11,196.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Nuro, Inc.",2023-05-12,252.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Zeku, Inc.",2023-05-12,69.0,,Closure Permanent,ca_2022_23.pdf
CA,"BAE Systems Inc. , San Diego Ship Repair",2023-05-12,275.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Zeku, Inc.",2023-05-12,133.0,,Closure Permanent,ca_2022_23.pdf
CA,"Bell Sports, Inc.",2023-05-12,57.0,,Closure Permanent,ca_2022_23.pdf
CA,CalPlant LLC,2023-05-15,113.0,,Closure Permanent,ca_2022_23.pdf
CA,The Salvation Army,2023-05-17,91.0,,Closure Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,12.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,25.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,3.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,11.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,8.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,24.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,26.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,67.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,14.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,27.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,37.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,4.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,14.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,122.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,23.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,22.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,5.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,37.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,2.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,4.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,6.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Qualcomm Incorporated,2023-05-17,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Epitomics Inc. d/b/a Abcam Milpitas,2023-05-18,43.0,,Closure Permanent,ca_2022_23.pdf
CA,"Stratasys Direct, Inc",2023-05-19,95.0,,Closure Permanent,ca_2022_23.pdf
CA,"Peet's Coffee, Inc.",2023-05-19,110.0,,Closure Permanent,ca_2022_23.pdf
CA,Amentum at NAS Lemoore,2023-05-19,32.0,,Layoff Permanent,ca_2023_24.pdf
CA,Cornerstone Deliveries,2023-05-21,53.0,,Closure Permanent,ca_2022_23.pdf
CA,"Peloton Interactive, Inc.",2023-05-22,5.0,,Closure Permanent,ca_2022_23.pdf
CA,"TuSimple, Inc.",2023-05-22,151.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Herbalife International of America, Inc.",2023-05-22,12.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Herbalife International of America, Inc.",2023-05-22,26.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Herbalife International of America, Inc.",2023-05-22,57.0,,Layoff Permanent,ca_2022_23.pdf
CA,Amentum at NAS North Island,2023-05-22,73.0,,Layoff Permanent,ca_2023_24.pdf
CA,"Urovant Sciences, Inc.",2023-05-23,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Trinity Management Services, Inc.",2023-05-23,32.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Trinity Management Services, Inc.",2023-05-23,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Trinity Management Services, Inc.",2023-05-23,7.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Trinity Management Services, Inc.",2023-05-23,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Trinity Management Services, Inc.",2023-05-23,9.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Trinity Management Services, Inc.",2023-05-23,7.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Trinity Management Services, Inc.",2023-05-23,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Trinity Management Services, Inc.",2023-05-23,5.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Trinity Management Services, Inc.",2023-05-23,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Trinity Management Services, Inc.",2023-05-23,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Trinity Management Services, Inc.",2023-05-23,10.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Trinity Management Services, Inc.",2023-05-23,6.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Trinity Management Services, Inc.",2023-05-23,14.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Trinity Management Services, Inc.",2023-05-23,6.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Trinity Management Services, Inc.",2023-05-23,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Trinity Management Services, Inc.",2023-05-23,6.0,,Layoff Permanent,ca_2022_23.pdf
CA,Western Digital,2023-05-24,81.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Aspiration Partners, Inc.",2023-05-24,26.0,,Layoff Permanent,ca_2022_23.pdf
CA,"ZP Better Together, LLC",2023-05-24,50.0,,Closure Permanent,ca_2022_23.pdf
CA,"ZP Better Together, LLC",2023-05-24,3.0,,Closure Permanent,ca_2022_23.pdf
CA,Aspiration Partners,2023-05-24,3.0,Marina Del Rey,Large Layoff - 10 or more workers,warn_or.json
CA,"Hulu, LLC - 2450",2023-05-25,5.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Hulu, LLC - 2450",2023-05-25,22.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Hulu, LLC",2023-05-25,29.0,,Layoff Permanent,ca_2022_23.pdf
CA,"Hulu, LLC",2023-05-25,6.0,,Layoff Permanent,ca_2022_23.pdf
CA,Western Digital,2023-05-25,211.0,,Layoff Permanent,ca_2022_23.pdf
CA,Disney Streaming Technology LLC,2023-05-25,52.0,,Layoff Permanent,ca_2022_23.pdf
CA,Disney Streaming Technology LLC,2023-05-25,2.0,,Layoff Permanent,ca_2022_23.pdf
CA,Thermo Fisher Scientific,2023-05-25,2.0,,Layoff Permanent,ca_2022_23.pdf
CA,Thermo Fisher Scientific,2023-05-25,1.0,,Layoff Permanent,ca_2022_23.pdf
CA,Thermo Fisher Scientific,2023-05-25,6.0,,Layoff Permanent,ca_2022_23.pdf
CA,Thermo Fisher Scientific,2023-05-25,33.0,,Layoff Permanent,ca_2022_23.pdf
CA,Thermo Fisher Scientific - 5781 Building,2023-05-25,3.0,,Layoff Permanent,ca_2022_23.pdf
