n_firms,n_fy,n_holders,n_pairs,ri_real,ri_t,ri_p,ri_q025,ri_q975,lead_coef,lead_t,mde_q,mde_q_pct,matched_coef,matched_t,iy_coef,iy_t
7087,83976,845,393,0.6586932738676468,4.330176148577484,0.0,-0.2534212319759021,0.29896427456832836,0.06056774129494706,0.7782061291667048,0.4295988864000329,80.10257622083216,0.4956715517094176,3.1550960897565705,0.4076632365102091,4.092074661795587
