var,mean,sd,p50,mean_hold,mean_non
Medical-AI patent stock,1.9754929979994285,33.64561038411338,0.0,11.621295971978984,0.0
ln(1+med-AI stock),0.15697666547840936,0.6078872521103057,0.0,0.923451660960764,0.0
Tobin's Q,2.5033832841602535,3.49180505603211,1.6448757292986245,3.0762137036598443,2.3855999708695235
Market cap (\$M),8574.509429503343,47162.23863032151,515.7395300000001,27387.047733402516,4712.748888373482
Firm size = ln(assets),6.242811263753446,2.539407905440289,5.996578946132539,7.197181136292397,6.046989579270353
R\&D/assets,0.10389605713871355,0.3376635686829803,0.02553463748901335,0.1487219284557216,0.09469849350820343
AI patent stock,67.1025531104125,969.1789386861269,0.0,351.4090367775832,8.875625887720405
Medical patent stock,22.508561970086692,226.07521504166505,0.0,123.66963222416813,1.7904334227629446
