outcome,base,inter,t_inter,se,mde,mde_pct_base
Tobin's Q,0.5363109486212851,-0.24918860336537982,-1.6250578748226108,0.15334137154504784,0.4295988864000329,80.10257622083216
ln(market cap),0.13276095161097543,-0.02284852156551882,-0.5315278439818608,0.042986499812225375,0.12043033307643343,90.71216469532852
