ri_p_rel,ri_p_closure,reconciled_maxdiff,reconciled_n,madj_mean,mde_closure_pp,mde_rel_pp,coef_closure_pp
0.001,0.923,6.817463260588852e-16,571,-0.020110262697022766,5.090895188461397,3.8902095400001384,-0.12567152526692
