notice_date,company_raw,county,n_employees,layoff_type,city,source,state
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Orange County,12.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Orange County,9.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Orange County,17.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Riverside County,8.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Riverside County,14.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Riverside County,11.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Riverside County,8.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Riverside County,13.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Riverside County,17.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Riverside County,22.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Riverside County,12.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Riverside County,10.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Riverside County,15.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Sacramento County,6.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Sacramento County,13.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Sacramento County,19.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Sacramento County,10.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Sacramento County,9.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Sacramento County,8.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Bernardino County,22.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Bernardino County,8.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Bernardino County,9.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Bernardino County,9.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Bernardino County,13.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Bernardino County,12.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Bernardino County,10.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Bernardino County,10.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Bernardino County,15.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Bernardino County,8.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Bernardino County,11.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Bernardino County,8.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Bernardino County,14.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Diego County,6.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Diego County,10.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Diego County,13.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Diego County,10.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Diego County,14.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Diego County,9.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Diego County,11.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Diego County,12.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Diego County,16.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Diego County,13.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Diego County,14.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Diego County,14.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Diego County,9.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Joaquin County,11.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Joaquin County,9.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Joaquin County,10.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Joaquin County,13.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Luis Obispo County,20.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Luis Obispo County,17.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Luis Obispo County,18.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",San Mateo County,8.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Santa Barbara County,10.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Santa Barbara County,8.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Santa Clara County,9.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Santa Clara County,6.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Santa Clara County,12.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Santa Clara County,7.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Santa Clara County,9.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Solano County,10.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Sonoma County,6.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Sonoma County,6.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Stanislaus County,11.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Ventura County,9.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Ventura County,11.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-14,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",Yolo County,6.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-15,Boeing,Alameda County,1.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-15,Boeing,Kern County,3.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-15,Boeing,Kings County,1.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-15,Boeing,Los Angeles County,144.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-15,Boeing,Los Angeles County,115.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-15,Boeing,Los Angeles County,1.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-15,Boeing,Los Angeles County,1.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-15,Boeing,Orange County,57.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-15,Boeing,Orange County,90.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-15,Boeing,Orange County,89.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-15,Boeing,San Bernardino County,1.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-15,Boeing,San Diego County,4.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-15,Boeing,San Diego County,21.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-15,Boeing,Santa Barbara County,1.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-15,Boeing,Santa Clara County,4.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-15,Boeing,Ventura County,1.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-18,"Michaels Stores, Inc. dba Moskatels",Los Angeles County,37.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-19,Del Friscos Grille,Orange County,74.0,Closure Temporary,,ca_2024_25.pdf,CA
2024-11-15,JPMorgan Chase,San Francisco County,80.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-15,JPMorgan Chase,San Francisco County,255.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-19,Urban Alchemy,San Francisco County,311.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-19,"Old Custom House, Inc.",San Luis Obispo County,108.0,Closure Temporary,,ca_2024_25.pdf,CA
2024-11-15,ABL Space Systems Company,Los Angeles County,53.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-19,"23andMe, Inc.",San Mateo County,31.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-19,"23andMe, Inc.",Santa Clara County,122.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-20,"Veritas Technologies, LLC",Santa Clara County,50.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-18,"GoForward, Inc.",Orange County,1.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-18,"GoForward, Inc.",San Francisco County,89.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-20,"Joslyn Sunbank Company, LLC",San Luis Obispo County,64.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-21,LifeCare Assurance Company,Los Angeles County,50.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-21,Visa,San Francisco County,10.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-21,Visa,San Mateo County,192.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-21,"Orora Packaging Solutions dba Manufactured Packaging
Products",Orange County,60.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-22,"Universal Protection Service, LP dba Allied Universal Security
Services",Orange County,61.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-22,"Universal Protection Service, LP dba Allied Universal Security
Services",Orange County,66.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-22,"Universal Protection Service, LP dba Allied Universal Security
Services",San Bernardino County,113.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-22,"Universal Protection Service, LP dba Allied Universal Security
Services",San Bernardino County,68.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-22,Paramount Global,Los Angeles County,4.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-22,Paramount Global,Los Angeles County,1.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-22,Paramount Global,Los Angeles County,1.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-22,AT&T,Contra Costa County,34.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-22,AT&T,Contra Costa County,22.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-21,"Modern HR, Inc dba The Kooples Bloom, Inc.",Los Angeles County,4.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-21,"Modern HR, Inc dba The Kooples Bloom, Inc.",Los Angeles County,3.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-21,"Modern HR, Inc dba The Kooples Bloom, Inc.",Los Angeles County,2.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-21,"Modern HR, Inc dba The Kooples Bloom, Inc.",Los Angeles County,7.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-21,"Modern HR, Inc dba The Kooples Bloom, Inc.",Orange County,4.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-21,"Modern HR, Inc dba The Kooples Bloom, Inc.",San Diego County,3.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-21,"Modern HR, Inc dba The Kooples Bloom, Inc.",Santa Clara County,2.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-21,"Modern HR, Inc dba The Kooples Bloom, Inc.",Santa Clara County,3.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-20,"Shadow Holdings, LLC dba Bright Innovation Labs",Los Angeles County,2.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-22,Clark Pacific,San Bernardino County,43.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-27,"Harbor Electronics, Inc.",Santa Clara County,92.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-25,"McLane Foodservice Distribution, Inc.",San Bernardino County,97.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-27,"Ovations Fanfare, L.P. dba OVG Hospitality",Alameda County,106.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-02,"Kashaco, Inc.",Los Angeles County,62.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-02,"Kashaco, Inc.",Orange County,52.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-02,AT&T,Contra Costa County,15.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-26,"Central Valley Eggs, LLC",Kern County,53.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-03,Rose Cafe,Los Angeles County,87.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-02,"Acutus Medical, Inc.",San Diego County,57.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-03,The Vons Companies Inc.,Los Angeles County,87.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-03,Jabil Inc.,Orange County,55.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-03,Harpoon Henrys,Orange County,150.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-03,Urban Alchemy,San Francisco County,33.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-03,Ubisoft,San Francisco County,152.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-05,"Central Valley Eggs, LLC",Kern County,15.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-05,"Lulus Fashion Lounge, LLC",Butte County,83.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-25,"Mountain Valley Express, LLC",Alameda County,6.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-25,"Mountain Valley Express, LLC",Riverside County,23.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-25,"Mountain Valley Express, LLC",San Bernardino County,19.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-25,"Mountain Valley Express, LLC",San Joaquin County,19.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-25,"Mountain Valley Express, LLC",Tulare County,7.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-05,"GXO Logistics Supply Chain, Inc.",San Bernardino County,25.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-06,Adventist Health Simi Valley,Ventura County,12.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-06,The Boeing Company,Kern County,4.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-06,The Boeing Company,Los Angeles County,13.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-06,The Boeing Company,Los Angeles County,5.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-06,The Boeing Company,Los Angeles County,26.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-06,The Boeing Company,Orange County,4.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-06,The Boeing Company,Orange County,7.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-09,"Bavarian Nordic, Inc.",San Diego County,48.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-06,"TVI, Inc. dba Savers",Contra Costa County,52.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-11-20,DMSI,Kern County,9.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-20,DMSI,Kern County,528.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-20,DMSI,Riverside County,4.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-20,DMSI,Riverside County,493.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-20,DMSI,Riverside County,581.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-11-20,DMSI,Riverside County,28.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-10,"Faros Unlimited, Inc",Los Angeles County,160.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-10,"Faros Unlimited, Inc",Los Angeles County,11.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-10,Safeway,San Francisco County,112.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-10,Corteva Agriscience LLC,Contra Costa County,3.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-13,UMA Enterprises,Los Angeles County,36.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-13,UMA Enterprises,San Bernardino County,62.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-12,"Divergent Technologies, Inc.",Los Angeles County,84.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-16,"F2 TPS, LLC",Los Angeles County,251.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-16,"F2 TPS, LLC",Orange County,31.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-16,Plenty Unlimited Inc.,Los Angeles County,48.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-16,ECAMSECURE,Los Angeles County,2.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-15,"SDH Services West, LLC",Santa Clara County,49.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-15,"SDH Services West, LLC",Santa Clara County,1.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-15,"SDH Services West, LLC",Santa Clara County,1.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-15,"SDH Services West, LLC",Santa Clara County,17.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-15,"SDH Services West, LLC",Santa Clara County,18.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-16,Golden Gate University,San Francisco County,1.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-18,"McDonalds Restaurants of California, Inc.",Alameda County,64.0,Closure Temporary,,ca_2024_25.pdf,CA
2024-12-17,"McDonalds Restaurants of California, Inc.",Los Angeles County,78.0,Closure Temporary,,ca_2024_25.pdf,CA
2024-11-25,CVS,Monterey County,7.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-19,Paramount Global,Los Angeles County,2.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-19,Paramount Global,Los Angeles County,1.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-20,"Vytalogy Wellness, LLC",Los Angeles County,98.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-20,"Vytalogy Wellness, LLC",Los Angeles County,1.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-20,"Vytalogy Wellness, LLC",Los Angeles County,1.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-20,Alstom Transportation Inc,Solano County,20.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-20,Alstom Transportation Inc,Solano County,5.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-20,Alstom Transportation Inc,Solano County,2.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-20,"Central Valley Eggs, LLC",Kern County,11.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-26,"Central Valley Eggs, LLC",Kern County,54.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-26,Toca Madera West Hollywood dba Knightlife Collective LLC,Los Angeles County,97.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-27,HTX Services LLC,Los Angeles County,28.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-27,Deliverimates LLC,Santa Clara County,71.0,Closure Permanent,,ca_2024_25.pdf,CA
2024-12-27,"McDonald&rsquo;s Restaurants of California, Inc.",Los Angeles County,62.0,Layoff Temporary,,ca_2024_25.pdf,CA
2024-12-30,PRIDE Industries,Solano County,54.0,Layoff Permanent,,ca_2024_25.pdf,CA
2025-01-03,"Chedraui USA, Inc.",San Bernardino County,115.0,Layoff Permanent,,ca_2024_25.pdf,CA
2025-01-06,"CytomX Therapeutics, Inc.",San Mateo County,46.0,Layoff Permanent,,ca_2024_25.pdf,CA
2025-01-08,"Kohl&rsquo;s, Inc.",Alameda County,60.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-08,"Kohl&rsquo;s, Inc.",Los Angeles County,58.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-08,"Kohl&rsquo;s, Inc.",Sacramento County,62.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-08,"Kohl&rsquo;s, Inc.",San Diego County,59.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-03,EST 1977 Group LLC dba Rustys,Los Angeles County,38.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-07,"Republic National Distributing Company, LLC",Orange County,60.0,Layoff Permanent,,ca_2024_25.pdf,CA
2025-01-08,Liberated Brands,Orange County,362.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-08,Liberated Brands,Orange County,1.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-08,"Kohl&rsquo;s, Inc.",San Bernardino County,690.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-07,Safeway Inc.,Santa Clara County,8.0,Layoff Permanent,,ca_2024_25.pdf,CA
2025-01-07,"Republic National Distributing Company, LLC",Alameda County,60.0,Layoff Permanent,,ca_2024_25.pdf,CA
2025-01-08,"Guitar Center, Inc.",Los Angeles County,43.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-09,Qualcomm Incorporated,San Diego County,50.0,Layoff Permanent,,ca_2024_25.pdf,CA
2025-01-08,"Guitar Center, Inc.",Santa Clara County,19.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-08,Summit Interconnect,Orange County,74.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-09,Macy's Inc,Alameda County,94.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-09,Macy's Inc,Los Angeles County,98.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-10,Mama Management USA LLC,Los Angeles County,89.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-09,Macy's Inc,Orange County,93.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-10,"Michael Nicholas Designs, LLC",Orange County,375.0,Closure Temporary,,ca_2024_25.pdf,CA
2025-01-09,Macy's Inc,Sacramento County,71.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-09,Macy's Inc,Sacramento County,61.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-10,Rite Aid,Santa Clara County,16.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-09,Macy's Inc,Marin County,53.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-13,MotorTrend Group,Los Angeles County,70.0,Layoff Permanent,,ca_2024_25.pdf,CA
2025-01-13,Owens Valley Career Development Center,Fresno County,4.0,Layoff Permanent,,ca_2024_25.pdf,CA
2024-12-30,ACLU of Southern California,Los Angeles County,8.0,Layoff Permanent,,ca_2024_25.pdf,CA
2025-01-10,Draegers Supermarkets,San Mateo County,71.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-10,"IGM Biosciences, Inc.",Santa Clara County,100.0,Layoff Permanent,,ca_2024_25.pdf,CA
2025-01-14,Safeway Inc.,Alameda County,18.0,Layoff Permanent,,ca_2024_25.pdf,CA
2025-01-14,Safeway Inc.,Alameda County,138.0,Layoff Permanent,,ca_2024_25.pdf,CA
2025-01-14,"Columbus Manufacturing, Inc., a wholly-owned subsidiary of
the Hormel Foods Corporation",Alameda County,125.0,Layoff Permanent,,ca_2024_25.pdf,CA
2025-01-08,Amazon,Los Angeles County,10.0,Closure Permanent,,ca_2024_25.pdf,CA
2025-01-15,Placer Labs Inc.,Los Angeles County,34.0,Layoff Permanent,,ca_2024_25.pdf,CA
