notice_date,company_raw,county,n_employees,layoff_type,city,source,state
2023-05-29,"Meta Platforms, Inc.",San Francisco County,8.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Francisco County,304.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-06-02,"Medical Device Business Services, Inc.",Alameda County,1.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-06-02,"DePuy Synthes Products, Inc.",Alameda County,11.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-06-03,"Robinhood Markets, Inc.",San Mateo County,7.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-06-06,"FedEx Freight, Inc.",San Joaquin County,96.0,Closure Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",Alameda County,19.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",Alameda County,44.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",Alameda County,8.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",Alameda County,1.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",Alameda County,2.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",Alameda County,13.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",Alameda County,2.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",Alameda County,15.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",Alameda County,7.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",Alameda County,2.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",Alameda County,4.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Benito County,15.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Mateo County,47.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Mateo County,5.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Mateo County,3.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Mateo County,58.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Mateo County,8.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Mateo County,1.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Mateo County,58.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Mateo County,68.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Mateo County,40.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Mateo County,7.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Mateo County,4.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Mateo County,14.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Mateo County,89.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Mateo County,5.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Mateo County,4.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Mateo County,17.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Mateo County,40.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-29,"Meta Platforms, Inc.",San Mateo County,45.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-31,"Zendesk, Inc.",San Francisco County,64.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-06-02,Zymergen Inc.,Alameda County,3.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-06-05,"Smashbox Beauty Cosmetics, Inc.",Los Angeles County,37.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-06-05,"Too Faced Cosmetics, LLC",Orange County,22.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-23,"Trinity Management Services, Inc.",San Francisco County,32.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-23,"Trinity Management Services, Inc.",San Francisco County,1.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-23,"Trinity Management Services, Inc.",San Francisco County,7.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-23,"Trinity Management Services, Inc.",San Francisco County,1.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-23,"Trinity Management Services, Inc.",San Francisco County,9.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-23,"Trinity Management Services, Inc.",San Francisco County,7.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-23,"Trinity Management Services, Inc.",San Francisco County,1.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-23,"Trinity Management Services, Inc.",San Francisco County,5.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-23,"Trinity Management Services, Inc.",San Francisco County,1.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-23,"Trinity Management Services, Inc.",San Francisco County,1.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-23,"Trinity Management Services, Inc.",San Francisco County,10.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-23,"Trinity Management Services, Inc.",San Francisco County,6.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-23,"Trinity Management Services, Inc.",San Francisco County,14.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-23,"Trinity Management Services, Inc.",San Francisco County,6.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-23,"Trinity Management Services, Inc.",San Francisco County,1.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-23,"Trinity Management Services, Inc.",San Francisco County,6.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-18,Epitomics Inc. d/b/a Abcam Milpitas,Alameda County,43.0,Closure Permanent,,ca_2022_23.pdf,CA
2023-06-01,DHL Supply Chain,Riverside County,10.0,Closure Permanent,,ca_2022_23.pdf,CA
2023-05-25,Lam Research Corporation,Alameda County,6.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-05-25,Lam Research Corporation,Alameda County,155.0,Layoff Permanent,,ca_2022_23.pdf,CA
2023-04-25,"David's Bridal, LLC",Los Angeles County,38.0,Layoff Permanent,,ca_2022_23.pdf,CA
,36,0,1.0,19,,ca_2022_23.pdf,CA
,18,3,0.0,21,,ca_2022_23.pdf,CA
,24,4,0.0,26,,ca_2022_23.pdf,CA
,22,1,0.0,12,,ca_2022_23.pdf,CA
,72,1,0.0,27,,ca_2022_23.pdf,CA
,60,1,0.0,28,,ca_2022_23.pdf,CA
,88,0,0.0,37,,ca_2022_23.pdf,CA
,77,1,0.0,25,,ca_2022_23.pdf,CA
,54,0,0.0,12,,ca_2022_23.pdf,CA
,50,0,0.0,19,,ca_2022_23.pdf,CA
,44,2,0.0,30,,ca_2022_23.pdf,CA
,41,1,0.0,18,,ca_2022_23.pdf,CA
,586,14,1.0,274,,ca_2022_23.pdf,CA
2023-04-25,"David&rsquo;s Bridal, LLC",Contra Costa County,29.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-04-25,"David&rsquo;s Bridal, LLC",Fresno County,31.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-04-25,"David&rsquo;s Bridal, LLC",Placer County,47.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-04-25,"David&rsquo;s Bridal, LLC",San Diego County,29.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-04-25,"David&rsquo;s Bridal, LLC",San Diego County,35.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-04-25,"David&rsquo;s Bridal, LLC",Los Angeles County,35.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-04-25,"David&rsquo;s Bridal, LLC",Kern County,27.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-07,Rico Corp. dba D'Addario Woodwinds,Los Angeles County,1.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-04-25,"David's Bridal, LLC",Butte County,18.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-04-25,"David's Bridal, LLC",Riverside County,27.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-04-25,"David's Bridal, LLC",Riverside County,34.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-04-25,"David's Bridal, LLC",Sacramento County,46.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-04-25,"David&rsquo;s Bridal, LLC",Santa Clara County,38.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-04-25,"David's Bridal, LLC",Stanislaus County,40.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-07,Nestle USA,Stanislaus County,75.0,Layoff Temporary,,ca_2023_24.pdf,CA
2023-06-07,"Sodexo, Inc. and Affiliates at Beverly Hospital",Los Angeles County,68.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-06,Primary Health,San Francisco County,60.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-07,Los Angeles Times Communications LLC,Los Angeles County,57.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-07,Los Angeles Times Communications LLC,Los Angeles County,15.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-09,HMSHost,Fresno County,69.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-05,Microsoft,Santa Clara County,2.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-07,Rico Corp. dba D'Addario Woodwinds,Los Angeles County,4.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-12,Henry Mayo Newhall Hospital,Los Angeles County,107.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-07,"Sumo Logic, Inc.",San Mateo County,79.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-13,Monte Nido & Affiliates,Orange County,6.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-12,La Tortilla Factory,San Diego County,5.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-05,Intel Corporation,Santa Clara County,78.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-15,"Tropitone Furniture Company, Inc.",Riverside County,3.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-15,"Tropitone Furniture Company, Inc.",Riverside County,3.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-15,"Tropitone Furniture Company, Inc.",Riverside County,2.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-15,SK hynix NAND Product Solutions Corp. dba Solidigm,Sacramento County,98.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-15,MasterBrand Cabinets LLC,San Bernardino County,90.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-16,Rieke LLC,Sonoma County,49.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-16,Rieke LLC,Sonoma County,21.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-13,"T. Hasegawa U.S.A., Inc.",Orange County,13.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-13,Front Porch Communities and Services,San Diego County,185.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-21,"Illumina, Inc.",Alameda County,1.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-29,"Robinhood Markets, Inc.",San Mateo County,23.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-21,"Illumina, Inc.",San Mateo County,71.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-19,FabFitFun Fulfillment Center,San Bernardino County,63.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-21,Illumina Inc. World Headquarters,San Diego County,64.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-21,"Illumina, Inc.",San Diego County,14.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-16,Jabil Inc.,San Joaquin County,53.0,Closure Temporary,,ca_2023_24.pdf,CA
2023-06-12,Boston Scientific Corporation,Alameda County,52.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-05-31,"Gap, Inc.",Fresno County,2.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-08,Spotify USA Inc.,Los Angeles County,68.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-13,Amgen,San Mateo County,4.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-05-31,"Gap, Inc.",San Francisco County,31.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-05-31,"Gap, Inc.",San Francisco County,1.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-20,"Xcite Steps, a wholly owned subsidiary of Invo Healthcare,
LLC",Placer County,96.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-20,"Xcite Steps, a wholly owned subsidiary of Invo Healthcare,
LLC",San Diego County,99.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-07-12,"Anchor Brewing Company, LLC",San Francisco County,55.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-20,Winkontent Limited dba Monocle,Los Angeles County,3.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-08,Prolific Logistics LLC,San Bernardino County,136.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-21,"Anaplan, Inc.",San Francisco County,14.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-21,"Anaplan, Inc.",San Francisco County,1.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-21,"Anaplan, Inc.",San Francisco County,100.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-21,"Anaplan, Inc.",San Francisco County,2.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-21,"Anaplan, Inc.",San Francisco County,2.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-21,LinkedIn Corporation,Santa Clara County,102.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-21,LinkedIn Corporation,Santa Clara County,13.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-21,LinkedIn Corporation,San Francisco County,72.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-11,Wells Fargo,San Francisco County,32.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-11,Wells Fargo,San Francisco County,10.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-11,Wells Fargo,San Francisco County,1.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-11,Wells Fargo,San Francisco County,8.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-07,AMP Printing,Alameda County,54.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-07,AMP Printing - Mailing Address,Alameda County,35.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-05-19,Amentum at NAS Lemoore,Kings County,32.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-04-28,Cotton On La Mirada Distribution Center,Los Angeles County,88.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-05-22,Amentum at NAS North Island,San Diego County,73.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-22,Jabil Inc.,Alameda County,85.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-22,Jabil Inc.,Alameda County,28.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-21,"Individualized ABA Services for Families dba IABAS For
Families",Alameda County,65.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-26,"Amyris, Inc.",Alameda County,65.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-21,Company 3 Method Inc.,Los Angeles County,79.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-23,Lazy Dog Restaurant and Bar,Orange County,109.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-28,"TTM Technologies, Inc., subsidiary of TTM Technologies North
America, LLC",Orange County,102.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-29,"Headspace, Inc.",Los Angeles County,158.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-28,"Scenario-Cockram USA, Inc.",Los Angeles County,43.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-28,"Scenario-Cockram USA, Inc.",Los Angeles County,10.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-27,"Proterra Operating Company, Inc.",San Mateo County,48.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-28,"RSN Co., LLC dba Bally Sports San Diego",San Diego County,5.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-29,"Ginger.io,. Inc.",San Francisco County,19.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-29,Active Wellness LLC,Alameda County,80.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-29,Comprehensive Autism Center,San Diego County,9.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-22,Thermo Fisher Scientific,Alameda County,38.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-22,Thermo Fisher Scientific,San Mateo County,64.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-23,"Gillette Citrus, Inc.",Tulare County,93.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-29,Thermo Fisher Scientific,San Diego County,66.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-29,Thermo Fisher Scientific,San Diego County,5.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-29,Thermo Fisher Scientific,San Diego County,27.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-22,Thermo Fisher Scientific,San Diego County,6.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-22,Thermo Fisher Scientific,San Diego County,2.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-22,"Surgalign Spine Technologies, Inc.",San Diego County,99.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-15,"Circle C Ranch, Inc.",San Joaquin County,14.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-29,"Tattooed Chef, Inc., wholly owned subsidiary Ittella
International, LLC",Los Angeles County,20.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-30,G&C Staffing (The Parent Company - TPCO),Santa Clara County,54.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-29,Tattooed Chef - 6304,Los Angeles County,1.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-29,Tattooed Chef - 6305,Los Angeles County,97.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-29,Tattooed Chef - 6309,Los Angeles County,1.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-29,Tattooed Chef - 6325,Los Angeles County,46.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-29,Tattooed Chef - 6403,Los Angeles County,36.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-29,Tattooed Chef - 6409,Los Angeles County,17.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-29,Tattooed Chef - 6411,Los Angeles County,16.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-28,"Niantic, Inc.",Los Angeles County,107.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-28,"Niantic, Inc.",San Francisco County,57.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-03,Hyatt Centric,Sacramento County,111.0,Layoff Temporary,,ca_2023_24.pdf,CA
2023-07-03,"GXO Logistics Supply Chain, Inc.",San Bernardino County,61.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-27,Valiant Integrated Services,Solano County,137.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-06,Crunchbase,San Francisco County,63.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-06,"Perfect Day, Inc.",Alameda County,75.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-06,"Hyperloop Technologies, Inc. dba Hyperloop One",Los Angeles County,3.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-09,Accesso,Los Angeles County,111.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-29,"NRI USA, LLC",San Bernardino County,164.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-07-10,Bank of the West,Contra Costa County,203.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-12,Macy's Eagle Rock Plaza Store,Los Angeles County,74.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-07-10,Microsoft,Santa Clara County,40.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-10,Bank of the West,San Francisco County,45.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-29,Intel Corporation,Sacramento County,89.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-29,Intel Corporation,Santa Clara County,51.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-13,"Illumina, Inc.",Alameda County,3.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Shasta County,48.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Glenn County,2.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,San Mateo County,30.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-07-13,"Illumina, Inc.",San Mateo County,14.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-14,"Alto Operations California, LLC",San Mateo County,34.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Santa Clara County,39.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation-Batavia St.,Orange County,83.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation-Eckhoff,Orange County,94.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Sacramento County,60.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,San Bernardino County,15.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,San Bernardino County,709.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,San Bernardino County,240.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-07-13,"Illumina, Inc. Worldwide Headquarters",San Diego County,75.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-13,"Illumina, Inc.",San Diego County,76.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Santa Barbara County,11.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Los Angeles County,145.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-06-29,Intel Corporation,Santa Clara County,67.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-29,Intel Corporation,Santa Clara County,5.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-29,Intel Corporation,Santa Clara County,98.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-06-29,Intel Corporation,Santa Clara County,5.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,San Diego County,58.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,San Diego County,43.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,San Diego County,2.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,San Joaquin County,257.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Santa Clara County,1.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Los Angeles County,120.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Solano County,1.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Alameda County,99.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Fresno County,66.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Humboldt County,4.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Imperial County,15.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Kern County,27.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Los Angeles County,102.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Los Angeles County,2.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Los Angeles County,169.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Los Angeles County,70.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Los Angeles County,22.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Monterey County,4.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Sonoma County,29.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Tulare County,23.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Ventura County,23.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,Yellow Corporation,Yolo County,58.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-07-10,"Cardinal Glass Industries, Inc.",Los Angeles County,29.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-07-12,Peloton Interactive Inc.,Riverside County,21.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-07-14,"Tempo Automation Holdings, Inc.",San Francisco County,58.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-08-01,"SPT Microtechnologies USA, Inc.",Santa Clara County,67.0,Closure Temporary,,ca_2023_24.pdf,CA
2023-07-17,Corteva Agriscience LLC,Contra Costa County,31.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-14,"Fish Market Restaurants, Inc.",Santa Clara County,49.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-07-14,"Fish Market Restaurants, Inc.",Santa Clara County,85.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-07-14,"Fish Market Restaurants, Inc.",Santa Clara County,6.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-07-17,"FibroGen, Inc.",San Francisco County,104.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-19,Vionic Consumer Care Operations,Marin County,6.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-07-21,Accenture,Alameda County,100.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-07-21,Accenture,Alameda County,140.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-07-24,"Intense Lighting, LLC",Orange County,90.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-07-18,Blowfish,Los Angeles County,20.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-07-19,"Charles River Laboratories, Inc.",San Mateo County,55.0,Closure Permanent,,ca_2023_24.pdf,CA
2023-07-24,"Gemological Institute of America, Inc. (GIA)",San Diego County,151.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-24,Petco Animal Supplies Stores,San Diego County,47.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-24,Petco Animal Supplies Stores,San Diego County,9.0,Layoff Permanent,,ca_2023_24.pdf,CA
2023-07-20,"Codexis, Inc.",San Mateo County,28.0,Layoff Permanent,,ca_2023_24.pdf,CA
