state,company_raw,notice_date,n_employees,city,county,layoff_type,source
OR,Nike (Lifeworks) - Beaverton,2020-07-20,66.0,Beaverton,,Reduction,warn_or.json
OR,Nike (Lifeworks) - Hillsboro,2020-07-20,23.0,Hillsboro,,Reduction,warn_or.json
OR,Nike (Lifeworks) - Beaverton,2020-07-20,355.0,Beaverton,,Reduction,warn_or.json
OR,Alaska Airlines - Portland Internationa,2020-07-29,277.0,Portland,,Reduction,warn_or.json
OR,Embassy Suites Portland-Downtown,2020-07-31,70.0,Portland,,Large Layoff - 10 or more workers,warn_or.json
OR,"LSG Group - Sky Chefs, Inc",2020-07-31,193.0,Portland,,Large Layoff - 10 or more workers,warn_or.json
OR,Nike - Childcare,2020-07-23,192.0,Beaverton,,Reduction,warn_or.json
OR,Nike,2020-07-23,308.0,Beaverton,,Reduction,warn_or.json
OR,Nike,2020-07-23,700.0,Beaverton,,Reduction,warn_or.json
IN,American Queen Steamboat Company,2020-07-22,250.0,New Albany,,Large Layoff - 10 or more workers,warn_or.json
OR,Vesta,2020-07-22,20.0,Lake Oswego,,Permanent closure,warn_or.json
OR,Pioneer Pacific College,2020-07-21,41.0,Portland,,Permanent closure,warn_or.json
OR,Pioneer Pacific College - Beaverton,2020-07-21,39.0,Beaverton,,Permanent closure,warn_or.json
OR,Pioneer Pacific College - Springfield,2020-07-21,51.0,Springfield,,Permanent closure,warn_or.json
OR,United - PDX,2020-07-08,119.0,Portland,,Reduction,warn_or.json
OR,United - PDX,2020-07-08,3.0,Portland,,Reduction,warn_or.json
OR,arauco - Albany,2020-07-06,75.0,Albany,,Reduction,warn_or.json
OR,Hampton Inn & Suites - Portland,2020-07-06,41.0,Portland,,Reduction,warn_or.json
OR,Atrium Hospitality - Portland Embassy S,2020-05-13,105.0,Portland,,Other,warn_or.json
OR,Hilton Portland Downtown,2020-06-30,330.0,Portland,,Other,warn_or.json
OR,The Coca -Cola Company Odwalla's - Port,2020-06-30,30.0,Portland,,Permanent closure,warn_or.json
OR,Levy Premium Foodservice...LLC,2020-06-24,54.0,Portland,,Reduction,warn_or.json
OR,Hyatt Regency - Portland,2020-06-19,2.0,Portland,,Temporary Layoff,warn_or.json
OR,Hyatt Regency - Portland,2020-06-19,1.0,Portland,,Reduction,warn_or.json
OR,Hyatt Regency - Portland,2020-06-19,4.0,Portland,,Reduction,warn_or.json
OR,Hyatt Regency - Portland,2020-06-19,8.0,Portland,,Temporary Layoff,warn_or.json
OR,Hyatt Regency - Portland,2020-06-19,181.0,Portland,,Temporary Layoff,warn_or.json
OR,The Bay Company - Portland,2020-06-09,125.0,Tigard,,Other,warn_or.json
OR,The Bay Company - Portland,2020-06-09,289.0,Tigard,,Large Layoff - 10 or more workers,warn_or.json
OR,Kimpton Riverplace Hotel,2020-06-12,79.0,Portland,,Large Layoff - 10 or more workers,warn_or.json
OR,Kimpton Hotel Monaco Portland,2020-06-12,147.0,Portland,,Large Layoff - 10 or more workers,warn_or.json
OR,Kimpton Hotel Vintage Portland,2020-06-12,94.0,Portland,,Large Layoff - 10 or more workers,warn_or.json
OR,ATI Albany Operations,2020-06-10,76.0,Albany,,Permanent closure,warn_or.json
OR,ATI Albany Operations,2020-06-10,135.0,Albany,,Large Layoff - 10 or more workers,warn_or.json
OR,PCC Structurals - Portland,2020-06-04,94.0,Portland,,Reduction,warn_or.json
OR,PCC Structurals - Clackamas,2020-06-04,170.0,Clackamas,,Reduction,warn_or.json
OR,PCC Structurals - Portland,2020-06-04,547.0,Portland,,Reduction,warn_or.json
OR,PCC Structurals - Redmond,2020-06-04,175.0,Redmond,,Large Layoff - 10 or more workers,warn_or.json
OR,"Continuum Global Solutions, LLC",2020-06-10,255.0,Portland,,Permanent closure,warn_or.json
OR,EVRAZ - Portland,2020-06-08,65.0,Portland,,Reduction,warn_or.json
OR,Marriott Portland Downtown Waterfront,2020-06-05,145.0,Portland,,Reduction,warn_or.json
OR,Marriott Portland Downtown Waterfront,2020-06-05,248.0,Portland,,Temporary Layoff,warn_or.json
OR,Benson Hotel,2020-06-01,81.0,Portland,,Reduction,warn_or.json
OR,Embassy Suites - Portland - Wash Sq,2020-05-31,7.0,Tigard,,Temporary Layoff,warn_or.json
OR,Embassy Suites - Portland - Wash Sq,2020-05-31,81.0,Tigard,,Temporary Layoff,warn_or.json
OR,Interfor - Gilchrist Division,2020-05-19,131.0,Gilchrist,,Temporary Layoff,warn_or.json
OR,Nordstrom - Clackamas Town Center,2020-05-11,189.0,Happy Valley,,Permanent closure,warn_or.json
OR,Bright Wood - Redmond,2020-05-04,12.0,Redmond,,Large Layoff - 10 or more workers,warn_or.json
OR,Bright Wood,2020-05-04,199.0,Madras,,Large Layoff - 10 or more workers,warn_or.json
OR,Multnomah Street Property,2020-04-29,20.0,Portland,,Permanent closure,warn_or.json
WA,IVI Hotel Management of Oregon - Innven,2020-04-29,350.0,Tukwila,,Reduction,warn_or.json
WA,IVI Hotel Management of Oregon - Innven,2020-04-29,18.0,Tukwila,,Other,warn_or.json
OR,DAKINE,2020-05-01,39.0,Hood River,,Permanent closure,warn_or.json
OR,Portland Art Museum,2020-04-28,96.0,Portland,,Reduction,warn_or.json
FL,Hertz,2020-04-24,1.0,Estero,,Reduction,warn_or.json
OR,Hertz - PDX,2020-04-24,17.0,Portland,,Temporary Layoff,warn_or.json
OR,Hertz - PDX,2020-04-24,67.0,Portland,,Large Layoff - 10 or more workers,warn_or.json
OR,Meggitt - Oregon Inc,2020-04-30,118.0,Mcminnville,,Large Layoff - 10 or more workers,warn_or.json
OR,Regal - Tigard,2020-04-29,68.0,Tigard,,Other,warn_or.json
OR,Adventist Health - Tillamook,2020-04-23,7.0,Tillamook,,Reduction,warn_or.json
OR,Adventist Health - Tillamook,2020-04-23,15.0,Tillamook,,Temporary Layoff,warn_or.json
OR,Adventist Health - Tillamook,2020-04-23,2.0,Tillamook,,Reduction,warn_or.json
OR,Enterprise Holdings,2020-04-23,14.0,Tualatin,,Reduction,warn_or.json
OR,Enterprise Holdings - PDX,2020-04-23,18.0,Portland,,Reduction,warn_or.json
OR,Enterprise Holdings - PDX,2020-04-23,60.0,Portland,,Temporary Layoff,warn_or.json
OR,Enterprise Holdings - Admin,2020-04-23,262.0,Tualatin,,Temporary Layoff,warn_or.json
TX,Visionworks,2020-04-23,103.0,San Antonio,,Other,warn_or.json
OR,Oksenholt Hospitality Company - Meredit,2020-04-20,94.0,Lincoln City,,Large Layoff - 10 or more workers,warn_or.json
OR,Oksenholt Hospitality Company - Mojo Re,2020-04-20,2.0,Bend,,Large Layoff - 10 or more workers,warn_or.json
OR,Oksenholt Hospitality - Meredith Lodgin,2020-04-20,15.0,Bend,,Large Layoff - 10 or more workers,warn_or.json
OR,Women's Healthcare Associates,2020-04-14,186.0,Portland,,Temporary Layoff,warn_or.json
OR,Enterprise Holdings - PDX,2020-04-20,62.0,Portland,,Temporary Layoff,warn_or.json
OR,Augusta Sportswear Brands - Coburg,2020-04-16,25.0,Coburg,,Temporary Layoff,warn_or.json
OR,Augusta Sportswear Brands - Coburg,2020-04-16,21.0,Coburg,,Temporary Layoff,warn_or.json
OR,Augusta Sportswear Brands - Coburg,2020-04-16,6.0,Coburg,,Temporary Layoff,warn_or.json
OR,The Portland Clinic,2020-04-14,101.0,Portland,,Reduction,warn_or.json
OR,The Portland Clinic,2020-04-14,90.0,Portland,,Temporary Layoff,warn_or.json
OR,The Portland Clinic,2020-04-14,193.0,Portland,,Other,warn_or.json
OR,The Portland Clinic,2020-04-14,234.0,Portland,,Other,warn_or.json
OR,John's Incredible Pizza Company,2020-03-31,74.0,Beaverton,,Temporary Layoff,warn_or.json
OR,Andale Management Group dba The Country,2020-04-10,48.0,Portland,,Temporary Layoff,warn_or.json
OR,Eagle Crest Resort,2020-04-09,60.0,Redmond,,Temporary Layoff,warn_or.json
OR,Multnomah Athletic Club,2020-04-06,635.0,Portland,,Large Layoff - 10 or more workers,warn_or.json
OR,The Oregon Clinic,2020-04-08,820.0,Portland,,Temporary Layoff,warn_or.json
OR,Allura - OR,2020-04-08,80.0,White City,,Other,warn_or.json
OR,Phoenix Inn Suites,2020-04-08,15.0,Salem,,Reduction,warn_or.json
OR,Phoenix Inn Suites - Lake Oswego,2020-04-08,12.0,Lake Oswego,,Reduction,warn_or.json
OR,The Grand Hotel in Salem,2020-04-08,26.0,Salem,,Reduction,warn_or.json
OR,Phoenix Inn Suites - Albany,2020-04-08,13.0,Albany,,Reduction,warn_or.json
OR,The Grand Hotel at Bridgeport,2020-04-08,28.0,Tigard,,Reduction,warn_or.json
OR,The Salem Convention Center,2020-04-08,72.0,Salem,,Reduction,warn_or.json
OR,Phoenix Inn Suites - Eugene,2020-04-08,21.0,Eugene,,Reduction,warn_or.json
OR,Bentley's Grill,2020-04-08,40.0,Salem,,Reduction,warn_or.json
OR,Landmark Ford Lincoln,2020-04-03,46.0,Tigard,,Temporary Layoff,warn_or.json
OR,EVRAZ - Portland,2020-04-06,232.0,Portland,,Reduction,warn_or.json
CA,Pac-12 Enterprises dba Pac-12 Networks,2020-04-03,531.0,San Francisco,,Other,warn_or.json
OR,Big Al's II,2020-03-18,120.0,Beaverton,,Temporary Layoff,warn_or.json
OR,Carr Auto Group,2020-04-03,54.0,Beaverton,,Temporary Layoff,warn_or.json
OR,Benihana,2020-04-02,57.0,Beaverton,,Reduction,warn_or.json
OR,RLK Co. Timberline Lodge,2020-04-01,471.0,Government Camp,,Reduction,warn_or.json
OR,Shamrock Foods Co.,2020-04-01,8.0,Portland,,Temporary Layoff,warn_or.json
OR,SAS Restaurant Ventures,2020-03-31,32.0,Ontario,,Temporary Layoff,warn_or.json
OR,Paper Source - Tigard,2020-03-27,13.0,Tigard,,Temporary Layoff,warn_or.json
OR,Paper Source - Portland,2020-03-27,13.0,Portland,,Temporary Layoff,warn_or.json
OR,Happy Guests Intl. - Salty's,2020-05-14,,Portland,,Temporary Layoff,warn_or.json
AZ,"Rise Services, Inc.",2023-07-18,,Mesa,,Permanent closure,warn_or.json
OR,BOISE CASCADE ELGIN PLYWOOD MILL,2022-12-14,,ELGIN,,Large Layoff - 10 or more workers,warn_or.json
CA,"Zeco Systems, Inc. dba Shell EV Chargin",2025-08-18,,Los Angeles,,Large Layoff - 10 or more workers,warn_or.json
