p_belowall,nplacebo,placebo_mean,placebo_lo,placebo_hi,p_firm,actual_aff,actual_cross,ddd_coef,ddd_t,cr_share_mean,mde_within_pct,mde_crosscount_pct,mde_share_pct
0.0,22,0.29599931566016896,0.24149528781171856,0.3568224474836654,0.8,-0.3027364504483634,-0.33050548897383975,0.03928342409973273,0.10923394552909171,0.3204603027630141,26.308945140779993,238.13562615524071,26.288595803105597
