test,actual,null_mean,null_lo,null_hi,nperm,p
Within-Affirm CR$\times$post (placebo-in-time),-0.3027364504483634,0.29599931566016896,0.24149528781171856,0.3568224474836654,22,0.0
Cross-firm treat$\times$post (firm permutation),-0.33050548897383975,-1.0436096431476472e-15,-1.3177803924339495,1.0257775910718794,5,0.8
